,author_id,tweet_id,created_at,text
0,312699472,1532197970539601920,2022-06-02,Hoje tenho uma palavra pra você vem com vontade de adorar em ADF-Jd.Grimaldi https://t.co/pnKjEgtnB5
1,117774134,1532187393532493825,2022-06-02,"Just posted a photo @ Utinga, Santo André https://t.co/GXC7jAfKo0"
2,462983425,1532044576285790208,2022-06-01,"Faça sol e ou faço chuva, foco! 💪🏽 https://t.co/ERCPH5NnxV"
3,1530207366372896770,1532021810379771905,2022-06-01,Nesse mal caminho 😈😜🙈 https://t.co/MBRduict9B
4,1530207366372896770,1532020205140033536,2022-06-01,@stefygsd Nesse mal caminho 😈😜❤️ https://t.co/Ecn23ZBTXm
5,217581868,1531741935995609090,2022-05-31,Acabou de publicar uma foto em TV Cobra Notícias https://t.co/o9XwBURid2
6,1518942606864048128,1531710169465462788,2022-05-31,"Acabou de publicar uma foto em Vila Industrial, São Paulo-Sp https://t.co/sbTr6Y5Deq"
7,59634299,1531667824497811461,2022-05-31,Acabou de publicar uma foto em Natimus Beauty https://t.co/L6zetKtGNp
8,1518942606864048128,1531629870962327556,2022-05-31,"Acabou de publicar uma foto em Vila Industrial, São Paulo-Sp https://t.co/uMUboOi8RP"
9,1518942606864048128,1531612185452871680,2022-05-31,"Acabou de publicar uma foto em Vila Industrial, São Paulo-Sp https://t.co/LbULcyDiAK"
10,1504358840971796482,1531434697502384129,2022-05-31,"Poxa folga, limpei a casa, lavei roupa agora curtir de boa a casa cheirosa ouvindo um som e fumando um, faltou a companhia kkkkk https://t.co/X8mfOrsfKi"
11,1380900708405411845,1531337765098512386,2022-05-30,twittando de um android https://t.co/aGZEkR9BsO
12,1440604975311122434,1531030913336938501,2022-05-29,"Torneio de sinuca n quebrada  ...começou  10 da manhã...tamo na semifinal ainda  ... misericórdia Senhor  
Kkkkkk https://t.co/t5piDbH5vf"
13,118876845,1531005883076841472,2022-05-29,"Sábadão foda com o aniversário do @erickmeloow 
Bebidas e muitas risadas hahahaha
#onepiece #naruto #amendoim #cagão #beer em Vila Ema City https://t.co/KnXKBYcrTT"
14,624543449,1530969295555026947,2022-05-29,"Acabou de publicar uma foto em Valinhos, São Paulo https://t.co/k4Z2VrFo5s"
15,18346652,1530918652463161350,2022-05-29,Ontem foi dia de apresentar o Arthur para parte da nosso família só RJ   @sena.rosa1956 @graziisenaa @marque_s . Amamos vocês ! E já aproveitamos  apresentamos o Arthur para nossa família de Suzano-SP 😍 em Vila Ema https://t.co/nk0CAVbVWV
16,70141650,1530896823522627584,2022-05-29,"Eu tenho bom gosto. Ela, não. @ Valinhos, São Paulo https://t.co/4NYdXJSy76"
17,182035840,1530886572844916737,2022-05-29,Qual o sentido? https://t.co/EBzyAhDqe7
18,1051521099861774336,1530711470840893440,2022-05-29,Eu meu  amor @celia_celinha_34 ❤️❤️❤️ em Vila Ema https://t.co/qpqhhpz1sI
19,312699472,1529955159350075398,2022-05-26,Eu nasci pra t adorar @pregadorluanrabelo em ADF-Jd.Grimaldi https://t.co/SQfp7JlbZK
20,1330658166338711553,1529928218416975872,2022-05-26,ninguém apaga minha luz por isso que ela é minhaaaa
21,55909919,1529813301340868608,2022-05-26,"@tvglobo , @rodrigobocardi  estamos na estação Sapopemba o trem do monotrilho foi recolhido e até agora nada de uma explicação. https://t.co/6aiSyWhmnR"
