,author_id,tweet_id,created_at,text
0,2585777970,1542579672646565888,2022-06-30,"Segue perfuração lóbulo masculino 

Mais informações sobre 11 94012-5915 

#starbodyart #lóbulo #brinco #cidadedutrainterlagossãopaulo🚘🚘🚘 em Star Body Art Tattoo e Piercing https://t.co/iaSa6wJuUo"
1,302826677,1542487963183075332,2022-06-30,Acabou de publicar uma foto em Martins Tattoo Gang https://t.co/4iQVXbiSgX
2,1298596607009619969,1542372352939507712,2022-06-30,Acabou de publicar uma foto em Interlagos https://t.co/6Ufqs7la0U
3,2585777970,1542271682064310278,2022-06-29,"Segue...
Perfurações...
#verticallabret 
#megabel

Jóias em aço 316L 

Mais informações sobre 11 94012-5915 em Star Body Art Tattoo e Piercing https://t.co/f0I6TPq8C4"
4,981333167515881472,1542254631287508992,2022-06-29,"Já disse o PQP hoje 🙈😈😍❓.
@pilotoprado4 ficou chique demais.

Gostaram das fotos? em Autódromo de Interlagos https://t.co/IUARonAFAN"
5,115466354,1542243932083478529,2022-06-29,Acabou de publicar uma foto em Autódromo de Interlagos https://t.co/PFzqHprmaP
6,175268383,1541947628778393600,2022-06-29,Ravegna @malinoisbrasil @malinoisworld @lucas.comportpet em Laguinho https://t.co/X3pP0VGy4P
7,175268383,1541935920605274113,2022-06-29,Rosas com pimenta e alecrim e cebolinha e hortelã horta residencial em Interlagos https://t.co/Oyel1L8YQn
8,175268383,1541935397130960896,2022-06-29,"Treino de hj de manhã, natação e Muay thai @cristal.interlagos.sp em Cristal Academia - Interlagos https://t.co/r8pp1hXG58"
9,2585777970,1541931342140739587,2022-06-28,"Segue....
Mais informações sobre 11 94012-5915..

Star Body Art 
Rua Acuti n 419
Cidade Dutra em Star Body Art Tattoo e Piercing https://t.co/iXIbvj5Yn6"
10,2585777970,1541898957667741696,2022-06-28,"Segue...
Labret jóia em titânio fexo em clic ...

Mais informações sobre 11 94012-5915 

Star Body Art 
Rua Acuti n 419
Cidade Dutra 

#piercinglabret em Star Body Art Tattoo e Piercing https://t.co/rP9sotkdgr"
11,1541761548376576002,1541762749511892992,2022-06-28,https://t.co/kfdM8P1ffu
12,715203860927811586,1541761652756025348,2022-06-28,"A saudade que eu tava

@ufabcgreenreapers em Centro de Treinamento TouchDown https://t.co/hxRV24hZea"
13,981333167515881472,1541624210749095941,2022-06-28,Acabou de publicar uma foto em Autódromo de Interlagos https://t.co/1STPkTNB8P
14,2628977602,1541600117303787520,2022-06-28,"#exitic
Finalizando a noite obrigado Deus ...pela paciência alcançada e pelo dia produtivo ...que abençoe a todos e a todas Amém..... em Academia Peralta https://t.co/U4kKKCxXIM"
15,115466354,1541591871159472129,2022-06-28,Acabou de publicar uma foto em Autódromo de Interlagos https://t.co/v32fxsgwT3
16,2585777970,1541585818841763841,2022-06-28,"Segue...
Atualização jóias 

Tragus
Helix
Conch

Star Body 
Rua Acuti n 419
Cidade Dutra 

Mais informações sobre 11 94012-5915 

#personaldepiercing em Star Body Art Tattoo e Piercing https://t.co/23PinOiEyL"
17,24683934,1541539669283934209,2022-06-27,Acabou de publicar uma foto em Autódromo de Interlagos https://t.co/3bETHhHM0D
18,115466354,1541523753238024192,2022-06-27,Acabou de publicar uma foto em Autódromo de Interlagos https://t.co/0gHww7w3mv
19,35052013,1541521257425997831,2022-06-27,"@fkesportes
.

Foto: Marcos M Carmona
📷@photo_mcarmona em Autódromo de Interlagos https://t.co/RJSseSi6mu"
20,2585777970,1541479034684571649,2022-06-27,"Segue...
Perfuração Tragus ..
Jóia em aço 316L....

Mais informações sobre 11 94012-5915 em Star Body Art Tattoo e Piercing https://t.co/grQz7Pbzst"
21,1507367279339712539,1541453824845570052,2022-06-27,Vocês gostam? Eu amoooo! 💛 https://t.co/TJ7kl2F1Fl
22,35052013,1541436470862528514,2022-06-27,"@fredkyrillos @klebermazoni @arnellasfmx @gordinhofmx
.
.
Foto: Marcos M Carmona
📷 @photo_mcarmona
.
. em Autódromo de Interlagos https://t.co/aMXNeKP0Hc"
23,35052013,1541428727338323970,2022-06-27,"@luckyfriendsrodeo
.
.
.
Foto : Marcos M Carmona
📷 @photo_mcarmona em Autódromo de Interlagos https://t.co/voGfdT1CYl"
24,12799952,1541386867605704709,2022-06-27,Socorro https://t.co/Zyy2KzNClI
25,147777367,1541261651873128448,2022-06-27,"Today are just dreams, but if god willing one day will be reality 🏍💨❤️❤️ @ Autódromo de Interlagos https://t.co/p6PoCuDYev"
26,56898045,1541228282955415555,2022-06-27,"Primeira vitória depois da pandemia. Importante para a reconstrução do flag
@jets.oficial @paulista.de.flag em Centro de Treinamento TouchDown https://t.co/aeoqdLtxmZ"
27,1322937282,1541218633074065414,2022-06-27,"Sábado top no @barcheiademanias…
Bora ou Vamos?! 🔥❤️‍🔥

#viva #vida #pagoda #curta em Bar Cheia de Manias https://t.co/47hZNRdtMv"
28,109489306,1541190008828305415,2022-06-26,Acabou de publicar uma foto em Autódromo de Interlagos https://t.co/tuUptOfll5
29,1416418679038808069,1541098352980508672,2022-06-26,"Rolezinho justo hoje, jajá tem mais! https://t.co/PFyt93jpGU"
30,2585777970,1541090092252598272,2022-06-26,Acabou de publicar uma foto em Star Body Art Tattoo e Piercing https://t.co/FVCKfHyKNn
31,24683934,1541070035409444864,2022-06-26,Acabou de publicar uma foto em Autódromo de Interlagos https://t.co/DcIp0lsIhI
32,99361304,1540890519403896833,2022-06-26,Acabou de publicar uma foto em Interlagos https://t.co/Oo2x2Jlw5C
33,3939051,1540875889784680455,2022-06-26,Acabou de publicar uma foto em Paróquia São Pancrácio https://t.co/XMEenvIM2K
34,1265892131908050945,1540858800990818308,2022-06-26,Nem parece que comeu 15 fatias de pizza 🍕 https://t.co/kw85mfPEDw
35,23559259,1540839099757633536,2022-06-25,"E hoje essa princesa faz 3 anos! Que vc continue sendo essa menina que encanta à todos! Te amo, minha princesa Estelinha. @ Shopping SP Market https://t.co/NKJLc8WJh6"
36,109489306,1540832554965643265,2022-06-25,"𝙁𝙚𝙨𝙩𝙞𝙫𝙖𝙡 𝘿𝙪𝙖𝙨 𝙍𝙤𝙙𝙖𝙨 - 𝙄𝙣𝙩𝙚𝙧𝙡𝙖𝙜𝙤𝙨 𝟮𝟬𝟮𝟮 🏍
𝗙𝗹𝗮𝘁 𝗧𝗿𝗮𝗰𝗸 - 𝗖𝗶𝗿𝗰𝘂𝗶𝘁𝗼 𝗥𝗼𝗱𝗲𝗼 em Autódromo de Interlagos https://t.co/hhYWIJS9lI"
37,886982728960356353,1540805388991225857,2022-06-25,Dia de festa junina e rever velhos amigos do PARK #festajunina #vinhoquente #paidemenina #prk @ Parque dos Pássaros https://t.co/7VZpvJnj79
38,2585777970,1540768583856189441,2022-06-25,"Segue....
Perfuração lóbulo masculino lado esquerdo , jóia em titânio fexo em.clic...

Mais informações sobre 11 94012-5915 

#perfuração #perfuraçãocorporal #lobulos em Star Body Art Tattoo e Piercing https://t.co/6N9bf1yV07"
39,2585777970,1540751285086957571,2022-06-25,"Gratidão....segue microodermal,  jóia em aço 316L com pedra.....
Mais informações sobre 11 94012-5915 
#perfuracoes #perfuracoescorporais #piercing #cidadedutrainterlagossãopaulobrasil🇧🇷🇧🇷 https://t.co/NaVhoCIchC"
