,author_id,tweet_id,created_at,text
0,1521534858669047811,1531213744667299840,2022-05-30,"vários modelinhos de shorts 
pra você!! em São Paulo, Brazil https://t.co/wHhbUo9UOw"
1,10835762,1531212634732863490,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/FXb5UUV7Ap"
2,181078132,1531204574362714112,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/usmMX2FQIf"
3,322551079,1531203921238142982,2022-05-30,"#Bomdiaaaaaaaaaaaaaaaaa e uma #semanaabençoada a tds nós 🙏!

E elemine o que não te ajuda evoluir.

#DeusNoComando 
#SomosSimplesmenteQuemBuscamosSer 

Going after my luck! em São Paulo, Brazil https://t.co/P2WgG1bVlY"
4,1500668838513295369,1531203322832625666,2022-05-30,"Just posted a photo @ São Paulo, Brazil https://t.co/3ghIBgV01N"
5,16631711,1531139560889008128,2022-05-30,"Quais das minhas fotos é a minha favorita? A que vou tirar amanhã. em São Paulo, Brazil https://t.co/1zaQjYNoRu"
6,1327239167894581249,1531134404390555648,2022-05-30,"📣 Nova Oportunidade!

🧑‍💻 Sênior em #advpl
🏙️ Consultoria Full Time
🪙 R$ 11.020
📍 São Paulo, SP

Candidate-se agora! https://t.co/0FRGrrB6Zk

#empregos #jobs #vagas #tecnologia"
7,722611887914033152,1531128346179944448,2022-05-30,Mr. Mime como IT en Latam https://t.co/pHqNOFEENs
8,1525973473092419587,1531122855047573506,2022-05-30,"E se fosse possível uma república paulista, quais as suas propostas? em São Paulo, Brazil https://t.co/jQywUnPnWj"
9,216945561,1531122124672274432,2022-05-30,"Hshshshsh
 @deusa_xavier.o em São Paulo, Brazil https://t.co/RxXR4D6Jap"
10,1115572505132052480,1531121645083058176,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/4d9al5g7FQ"
11,1254641502099320840,1531117926413107203,2022-05-30,"As pragas.
#MarinaCorreiaDepFederalSP4546 em São Paulo, Brazil https://t.co/2PSaTrP7Xo"
12,1254641502099320840,1531117298026684417,2022-05-30,"Agora sim ...entendi o *mito*
#MarinaCorreiaDepFederalSP4546 em São Paulo, Brazil https://t.co/Xh7X8uv665"
13,1254641502099320840,1531117010989350912,2022-05-30,"Bem esse o jogo!
#MarinaCorreiaDepFederalSP4546 em São Paulo, Brazil https://t.co/DeoKWLbXEd"
14,1254641502099320840,1531116720768811008,2022-05-30,"🤣😂🤣😂
#MarinaCorreiaDepFederalSP4546 em São Paulo, Brazil https://t.co/KULnWK2858"
15,1254641502099320840,1531116334590877696,2022-05-30,"Realize nosso sonho Xandão de Moraes!
#MarinaCorreiaDepFederalSP4546 em São Paulo, Brazil https://t.co/eKIUFV05oB"
16,199357852,1531116080982159360,2022-05-30,"Just posted a photo @ São Paulo, Brazil https://t.co/IX6aWV7AEH"
17,1254641502099320840,1531115470371401734,2022-05-30,"Volta Doria!
#MarinaCorreiaDepFederalSP4546 em São Paulo, Brazil https://t.co/DfmsRGr8Hb"
18,1254641502099320840,1531114992480751616,2022-05-30,"Maluco beleza.....tonho da lua!
#MarinaCorreiaDepFederalSP4546 em São Paulo, Brazil https://t.co/Ul3LtqeAmM"
19,52614431,1531114642298241024,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/vNMjgLGHff"
20,1254641502099320840,1531114462349910016,2022-05-30,"Difícil.....o cara é profissional em mentir!
#MarinaCorreiaDepFederalSP4546 em São Paulo, Brazil https://t.co/iTRa4KFjM1"
21,1254641502099320840,1531114201552404480,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/skqSSutJkY"
22,2453072999,1531112974873595905,2022-05-30,@amigas pra sempre!!! em São Paulo Zona Sul https://t.co/hTZB2jX63X
23,1025802635595722759,1531111356790882304,2022-05-30,"Se sentindo linda 🖤💜 
#gothicgirl #gothic #gothicstyle em São Paulo, Brazil https://t.co/GrAEosSx3E"
24,183447070,1531111332883447808,2022-05-30,Fim de semana de #ViradaCultural em São Paulo. @viradasp em Vale do Anhangabaú https://t.co/wrUHMBKgz5
25,1419172698958217218,1531108680967520257,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/esf2NpkPaZ"
26,1327239167894581249,1531108230813782016,2022-05-30,"📣 Nova Oportunidade!

🧑‍💻 Sênior em #ionic e #flutter
🏙️ Capgemini
🪙 R$ 9.190
📍 São Paulo, SP

Candidate-se agora! https://t.co/9WFM0lH51D

#empregos #jobs #vagas #tecnologia"
27,1327239167894581249,1531108219648475137,2022-05-30,"📣 Nova Oportunidade!

🧑‍💻 Sênior em #restapi e #cleanarchitecture
🏙️ Capgemini
🪙 R$ 9.190
📍 São Paulo, SP

Candidate-se agora! https://t.co/7uNlPpIKZP

#empregos #jobs #vagas #tecnologia"
28,1108846312018063360,1531107716529283073,2022-05-30,As meninas do elenco de “Está Tudo Ok” que está em fase de pós-produção! Escrito e dirigido por @dancastilhos em São Paulo! #cinema #escoladeatores #audiovisual #atriz #bmpcc #davinciresolve #gayfilm https://t.co/SrzWvJDDer
29,1010227483499745281,1531107611566915584,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/iKMJRygRXJ"
30,1108846312018063360,1531106913982636032,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/A6tVl77CjT"
31,2162926630,1531104566074298368,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/kr2hO5wat9"
32,253164228,1531103233694998528,2022-05-30,#julianobaeta #viagem #s9plus #fotografia #arte #saopaulo em Theatro Municipal de São Paulo https://t.co/1M5UkQeYlE
33,56293787,1531102796212232192,2022-05-30,Acabou de publicar uma foto em Mundo https://t.co/gSp4zOOS3N
34,3289509658,1531101883254943745,2022-05-30,"… em São Paulo, Brazil https://t.co/RF5bCHtyR0"
35,782391607601528832,1531101273377882113,2022-05-30,"Não Percam! 
Deus tem uma palavra pra vc em São Paulo, Brazil https://t.co/m7kR2sw4jw"
36,782391607601528832,1531100216916512769,2022-05-30,"Ipda Drus é Amor 
Benção de Deus com nossos amigos 
 Pr Lucas e  Bianca 
Adoradora Aline Rosa 
      Deus abençoe o pastor local Thales em Casa Verde, Zona Norte https://t.co/vuTADWVq7v"
37,13471382,1531098973737472000,2022-05-30,"Expressando todo o amor que temos pelos nossos pets.. I S2 #scottishterrier #3d 
Consulte para saber sobre o seu pet em São Paulo, Brazil https://t.co/kebXxUS87j"
38,1480291543604944899,1531097778180476929,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/GL7tNiZSvb"
39,71433742,1531093902735790080,2022-05-30,"My baby 🥺✨💕

#nicole #gatos #cats #ねこ #고양이 #pets #filhos #petphotography @ São Paulo, Brazil https://t.co/jmSRT4T3G5"
40,71336251,1531093196599705600,2022-05-30,"Fala tu! 😽

#me #girl #goodvibes #morena #boanoite#buenasnoches #goodnight #buonanotte #domingo em São Paulo, Brazil https://t.co/7unhoc9Edi"
41,1480291543604944899,1531091901683744768,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/6VPbg0qget"
42,1499961847939833859,1531091754765758465,2022-05-30,"Just posted a photo @ São Paulo, Brazil https://t.co/VDEZc1x5yN"
43,1480291543604944899,1531091074738962433,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/nE9djZVPwT"
44,209639588,1531090411837612032,2022-05-30,"Hora do chá!! em São Paulo, Brazil https://t.co/iwLuTNvQah"
45,2760599134,1531089523802873859,2022-05-30,"F O C O💪🏾

#treino #musafitness #deussabequetento #treinopago #tapago💪 #preta #linda #maravilhosa em São Paulo, Brazil https://t.co/ujd4KXH9zi"
46,208555685,1531088120778719232,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/16iHiHIamo"
47,2379124381,1531087871876251649,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/mYZIs0DE96"
48,253164228,1531087125801840641,2022-05-30,"#julianobaeta #viagem #s9plus #fotografia #arte #saopaulo em São Paulo, Brazil https://t.co/lsbeboxq0h"
49,52541661,1531085135797309440,2022-05-30,"' Back to São Paulo ... 🖤👨🏽‍🌾 em São Paulo, Brazil https://t.co/etv65TaevG"
50,226749590,1531081009952874496,2022-05-30,"🌅 em São Paulo, Brazil https://t.co/sgIg6YupQV"
51,46977083,1531079149829427207,2022-05-30,"Poema : Pando Ancestral , declamado no Sarau Afromix dia 28.05.2022 em São Paulo, Brazil https://t.co/cS4PRzEH1y"
52,14075579,1531078953351389185,2022-05-30,"Sonhando. #RexZapatta @ São Paulo, Brazil https://t.co/EyqRqNjL8P"
53,133105020,1531078690091978753,2022-05-30,Acabou de publicar uma foto em Lorena-São Paulo https://t.co/jUuehug3DS
54,199357852,1531077295430983680,2022-05-30,"Just posted a photo @ São Paulo, Brazil https://t.co/q3QTB9G61C"
55,1524409687130710018,1531074871383449600,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/s5zX8vAIhO"
56,15349705,1531073236875845636,2022-05-30,Acabou de publicar uma foto em Av Ipiranga x Av Sao Joao https://t.co/lBi548Wis5
57,259989699,1531071182832803841,2022-05-30,"$𝕒𝕕 𝕘𝕦𝕣𝕝𝕫 𝕝𝕦𝕧 𝕞𝕠𝕟𝕖𝕪 em São Paulo, Brazil https://t.co/ng3zTdVXY1"
58,61522458,1531071041983897608,2022-05-30,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/TsmNEEPISt"
59,274623585,1531069443241017345,2022-05-30,"Acabou de publicar um vídeo em São Paulo, Brazil https://t.co/1D8KoWHllJ"
60,82648434,1531069420507959296,2022-05-30,Acabou de publicar uma foto em Galeria do Rock https://t.co/FKc3zUN5qI
61,1095465952928505856,1531066955184189440,2022-05-30,"eu fui no show da Luísa e tô cheio de orgulho 
que mulher maravilhosa caralhoww 💕😭👏🏼  #viradacultural2022 #viradaculturalsp #ViradaCultural #luisasonza @luisasonza ❤️ https://t.co/cfmSl8vvNo"
