sé são paulo,bom retiro são paulo,consolação são paulo,aclimação são paulo,cambuci são paulo,lapa são paulo,brás são paulo,carandiru são paulo,penha de frança são paulo,santo amaro são paulo,pari são paulo,casa verde são paulo,pinheiros são paulo,itaim bibi são paulo,vila clementino são paulo,ipiranga são paulo,vila maria são paulo,água fria são paulo,vila matilde são paulo,são miguel paulista são paulo,perdizes são paulo,ponte rasa são paulo,parelheiros são paulo,sacomã são paulo,campo belo são paulo,freguesia do ó são paulo,vila diva são paulo,tatuapé são paulo,vila carrão são paulo,itaquera são paulo,pirituba são paulo,vila sonia são paulo,jabaquara são paulo,vila mariana são paulo,campo limpo são paulo,vila gustavo são paulo,vila santa maria são paulo,vila rica são paulo,parque são lucas são paulo,cidade ademar são paulo,guaianazes são paulo,vila brasilândia são paulo,perus são paulo,capão redondo são paulo,cidade dutra são paulo,são mateus são paulo,itaim paulista são paulo,butantã são paulo,parque são jorge são paulo,parque do carmo são paulo,vila alpina são paulo,vila formosa são paulo,ermelino matarazzo são paulo,vila jacuí são paulo,artur alvim são paulo,teotônio vilela são paulo,vila ema são paulo,jaçanã são paulo,santa cecília são paulo,jardins são paulo,belém são paulo,portal do morumbi são paulo,parque novo mundo são paulo,ceagesp são paulo,parque santo antônio são paulo,monções são paulo,americanópolis são paulo,campo grande são paulo,socorro são paulo
0,37,50,0,44,50,36,56,0,38,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,97,0,36,0,56,0,0,0,0,0,0,0,0,0,0,0,0,100,86,68,41,27,0,0,0,0,0,0,0,0,87,86,100,0,36,0,0,57,60,0,100,0,0,0
0,0,0,0,87,59,19,69,0,0,0,53,0,0,52,67,0,0,0,0,59,0,0,0,0,0,0,62,0,27,0,0,55,47,0,0,0,64,0,74,0,74,0,100,0,0,32,46,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,64,0,74
0,0,57,0,32,0,34,0,0,71,0,0,0,54,71,66,0,0,0,0,0,0,0,0,57,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,100,0,0,62,0,0,38,0,0,87,76,0,0,28,0
0,0,44,0,37,24,53,0,0,28,0,0,34,0,0,0,33,39,80,0,0,0,0,0,0,0,0,67,0,82,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,40,45,0,0,0,24,0,0,0,0,51,0,0,20,43,0,0,54,0,58,0,0,0
89,43,70,0,0,36,25,0,100,0,0,0,72,0,93,26,0,0,0,84,45,0,0,69,37,44,0,30,0,0,0,0,100,0,0,0,72,0,0,0,0,0,0,0,37,0,0,32,0,49,0,0,0,0,0,0,0,0,0,55,27,0,0,42,0,82,0,26,40
0,37,0,0,0,35,40,0,0,85,0,100,34,0,0,36,0,0,0,0,0,0,0,0,92,0,34,0,0,0,0,49,0,0,0,0,0,58,0,0,58,70,0,0,0,0,0,68,41,0,0,25,0,0,0,0,0,0,0,22,0,0,0,92,0,0,0,45,0
32,0,38,0,34,24,36,55,0,0,0,0,71,29,0,40,48,0,0,54,54,100,0,0,80,50,0,43,0,21,0,0,46,0,18,0,100,0,0,0,59,40,0,0,0,23,0,0,26,0,0,0,0,0,0,0,100,0,0,20,20,0,0,49,0,0,0,18,0
0,31,100,22,0,25,22,0,0,15,0,0,33,0,65,0,39,37,65,37,46,0,0,0,0,0,0,59,0,0,38,0,47,0,100,0,0,0,0,100,0,0,0,0,35,34,0,80,100,0,41,0,17,0,0,0,0,32,0,0,0,0,0,50,0,0,0,37,0
49,37,33,0,41,31,56,0,0,0,0,0,0,0,0,55,0,51,0,0,0,34,0,0,0,0,0,25,0,21,0,0,72,0,26,51,55,0,0,0,0,0,0,0,33,0,19,0,0,63,0,0,0,0,0,0,0,0,56,20,28,41,0,46,66,0,71,0,0
65,0,49,0,34,31,95,100,25,15,50,0,32,32,0,52,0,0,0,0,0,0,30,0,0,0,30,43,0,81,0,34,45,33,0,0,0,100,0,0,78,0,0,0,64,27,0,21,0,0,0,0,0,0,0,0,0,25,0,22,45,0,19,43,0,44,0,0,0
0,60,0,0,0,0,32,0,0,56,0,0,45,0,0,55,27,22,0,0,0,0,0,86,0,0,0,0,0,19,0,82,0,49,0,0,0,58,37,44,49,100,0,0,0,33,38,51,0,0,0,0,41,0,0,0,0,0,76,32,28,0,0,96,0,0,0,36,56
0,56,0,0,0,100,36,33,0,100,0,0,56,45,0,52,36,38,0,0,0,0,0,0,0,0,0,0,0,0,43,0,22,0,0,0,0,45,0,0,0,0,30,0,20,49,49,0,57,0,0,0,0,0,0,0,58,0,0,0,47,0,0,74,0,0,36,37,0
0,46,59,0,27,17,63,0,0,29,0,32,49,57,0,31,28,0,0,0,0,74,0,0,0,0,0,20,0,19,0,0,25,37,0,30,0,0,0,0,0,0,0,0,0,0,21,0,0,0,23,20,24,0,0,0,0,0,0,20,47,0,0,80,50,42,0,0,42
