sé são paulo,bom retiro são paulo,consolação são paulo,aclimação são paulo,cambuci são paulo,lapa são paulo,brás são paulo,carandiru são paulo,penha de frança são paulo,santo amaro são paulo,pari são paulo,casa verde são paulo,pinheiros são paulo,itaim bibi são paulo,vila clementino são paulo,ipiranga são paulo,vila maria são paulo,água fria são paulo,vila matilde são paulo,são miguel paulista são paulo,perdizes são paulo,ponte rasa são paulo,parelheiros são paulo,sacomã são paulo,campo belo são paulo,freguesia do ó são paulo,vila diva são paulo,tatuapé são paulo,vila carrão são paulo,itaquera são paulo,pirituba são paulo,vila sonia são paulo,jabaquara são paulo,vila mariana são paulo,campo limpo são paulo,vila gustavo são paulo,vila santa maria são paulo,vila rica são paulo,parque são lucas são paulo,cidade ademar são paulo,guaianazes são paulo,vila brasilândia são paulo,perus são paulo,capão redondo são paulo,cidade dutra são paulo,são mateus são paulo,itaim paulista são paulo,butantã são paulo,parque são jorge são paulo,parque do carmo são paulo,vila alpina são paulo,vila formosa são paulo,ermelino matarazzo são paulo,vila jacuí são paulo,artur alvim são paulo,teotônio vilela são paulo,vila ema são paulo,jaçanã são paulo,santa cecília são paulo,jardins são paulo,belém são paulo,portal do morumbi são paulo,parque novo mundo são paulo,ceagesp são paulo,parque santo antônio são paulo,monções são paulo,americanópolis são paulo,campo grande são paulo,socorro são paulo
76,0,0,0,0,0,82,0,0,52,0,61,0,0,0,0,0,0,0,,59,0,0,0,0,0,46,46,,0,0,0,0,0,0,0,0,41,0,0,56,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,55,75,0,36,0,0,0,0,0,0
0,0,0,0,0,0,75,0,0,27,0,0,0,100,0,0,0,78,78,,0,0,0,0,0,0,100,100,,38,0,0,0,24,0,0,76,0,0,0,0,0,84,0,0,0,35,0,0,0,0,0,0,83,0,0,0,65,0,0,66,0,0,0,0,0,0,31,0
60,0,21,0,0,0,0,88,64,0,0,0,0,0,0,0,0,0,0,,0,0,0,61,0,0,0,0,,71,0,0,32,0,0,45,0,0,0,0,0,100,0,0,0,0,0,42,0,49,0,0,0,72,0,0,0,0,0,0,58,0,35,0,0,100,0,28,0
0,27,24,0,0,50,0,0,97,37,0,0,25,0,0,0,100,0,0,,0,0,46,0,0,0,0,0,,37,100,0,43,0,0,0,0,0,30,0,0,0,0,0,0,100,0,40,28,31,72,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,41,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,57,82,0,0,0,0,44,0,0,0,0,0,82,0,0,0,78,0,0,0,0,0,0,0,45,0,0,0,0,0,0,26,69,0,0,0,0,100,0,0
0,0,70,0,0,35,0,0,0,0,0,61,20,87,0,25,0,37,37,,0,0,0,0,0,0,0,0,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,82,0,35,0,0,0,0,88,0,0,0,0,0,37,100,0,0,0,0,0,0,0,47,0
0,0,0,0,0,30,55,0,0,0,53,62,0,0,0,0,0,0,0,,0,52,0,0,0,0,0,0,,0,0,0,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,31,88,16,83,0,0,0,31,79,46,0
0,31,52,0,0,33,0,0,0,19,0,31,17,42,0,0,0,0,0,,24,76,0,0,0,0,0,0,,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,94,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,41,0,0,0
0,32,25,0,0,52,69,0,0,42,0,0,26,0,0,24,33,0,0,,0,0,0,0,40,0,0,0,,0,0,0,0,0,0,0,42,0,0,0,0,0,0,26,0,57,0,16,0,0,0,0,0,0,0,0,28,0,0,81,42,0,0,0,56,0,0,0,36
0,0,0,0,0,0,0,0,0,0,33,0,0,0,45,0,17,0,0,,27,0,24,38,0,44,0,0,,0,43,97,67,0,18,0,0,0,0,50,0,63,58,0,76,0,56,28,0,0,80,26,0,0,38,0,0,0,0,0,0,0,0,0,0,54,0,0,0
0,56,0,0,31,66,27,27,0,0,0,40,0,0,0,0,0,0,0,,20,0,0,0,0,0,0,0,,73,0,0,0,0,0,68,0,0,0,0,0,0,0,100,82,38,0,0,0,0,0,0,34,58,40,0,0,0,0,0,29,0,0,50,0,0,41,18,0
96,0,0,0,0,0,0,0,0,28,0,0,30,37,0,22,0,0,0,,0,0,0,0,0,0,0,0,,0,25,0,0,0,0,33,0,0,42,0,45,49,97,0,0,34,0,38,0,0,100,36,0,0,0,0,0,0,100,68,100,100,0,0,0,0,0,0,0
0,0,20,29,0,0,87,0,0,0,0,0,35,0,0,0,37,0,0,,0,0,54,66,0,0,0,0,,42,0,57,0,0,30,0,0,0,0,0,25,0,59,0,0,0,0,20,16,0,0,0,0,25,32,0,0,0,0,46,30,0,0,52,0,0,0,0,0
0,0,21,0,0,0,49,0,0,0,0,0,25,0,0,16,0,79,79,,0,0,0,0,0,0,0,0,,0,0,0,0,28,0,0,0,0,0,0,0,0,0,61,51,0,29,0,18,0,0,0,0,100,0,0,0,0,0,0,25,0,31,0,0,34,32,0,30
0,0,22,0,0,0,41,0,48,0,0,0,0,35,0,33,0,0,0,,0,0,0,0,0,0,0,0,,0,33,0,59,0,46,0,0,0,0,0,0,0,0,0,0,47,24,0,0,100,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,22,21
0,19,0,0,0,39,0,0,0,0,47,31,14,0,0,14,0,0,0,,47,0,0,0,93,0,52,52,,100,0,94,0,0,39,0,0,0,27,0,0,0,0,0,0,35,23,0,0,0,0,0,0,0,0,0,0,33,0,88,15,0,0,0,0,0,0,0,48
0,0,18,0,38,22,0,0,0,0,0,47,31,0,0,0,14,100,100,,17,0,100,0,49,0,76,76,,0,0,0,0,30,43,22,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,100,0,0,30,0,0,0,0,0,36,53,0,0,0,0,0,52,0
0,0,0,0,0,84,100,0,0,0,0,0,0,21,0,0,13,59,59,,0,0,24,0,48,0,0,0,,32,91,0,0,100,0,0,0,0,29,41,0,0,0,0,0,36,0,0,0,22,32,0,0,0,0,0,0,0,30,0,35,0,0,0,0,21,0,0,0
