sé são paulo,bom retiro são paulo,consolação são paulo,aclimação são paulo,cambuci são paulo,lapa são paulo,brás são paulo,carandiru são paulo,penha de frança são paulo,santo amaro são paulo,pari são paulo,casa verde são paulo,pinheiros são paulo,itaim bibi são paulo,vila clementino são paulo,ipiranga são paulo,vila maria são paulo,água fria são paulo,vila matilde são paulo,são miguel paulista são paulo,perdizes são paulo,ponte rasa são paulo,parelheiros são paulo,sacomã são paulo,campo belo são paulo,freguesia do ó são paulo,vila diva são paulo,tatuapé são paulo,vila carrão são paulo,itaquera são paulo,pirituba são paulo,vila sonia são paulo,jabaquara são paulo,vila mariana são paulo,campo limpo são paulo,vila gustavo são paulo,vila santa maria são paulo,vila rica são paulo,parque são lucas são paulo,cidade ademar são paulo,guaianazes são paulo,vila brasilândia são paulo,perus são paulo,capão redondo são paulo,cidade dutra são paulo,são mateus são paulo,itaim paulista são paulo,butantã são paulo,parque são jorge são paulo,parque do carmo são paulo,vila alpina são paulo,vila formosa são paulo,ermelino matarazzo são paulo,vila jacuí são paulo,artur alvim são paulo,teotônio vilela são paulo,vila ema são paulo,jaçanã são paulo,santa cecília são paulo,jardins são paulo,belém são paulo,portal do morumbi são paulo,parque novo mundo são paulo,ceagesp são paulo,parque santo antônio são paulo,monções são paulo,americanópolis são paulo,campo grande são paulo,socorro são paulo
55,0,0,23,0,0,0,22,0,0,51,0,0,0,0,0,0,0,0,,27,0,0,0,0,89,0,0,,25,0,0,0,0,30,71,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
0,0,0,42,0,47,0,0,71,17,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,0,,54,0,0,25,0,20,100,0,24,34,0,0,0,0,0,0,65,0,18,0,0,0,0,0,0,0,0,0,38,0,0,38,44,0,0,0,22,0,53,35
41,52,0,0,0,0,0,0,0,18,0,0,19,0,47,0,0,0,0,,33,0,0,0,0,0,51,51,,0,0,100,0,0,0,0,0,0,0,0,0,48,0,0,0,54,63,100,0,0,0,0,0,0,43,0,0,0,44,37,28,38,0,39,0,25,0,27,0
0,0,33,0,0,27,0,24,0,22,0,0,86,0,0,18,0,0,0,,0,0,0,0,0,0,37,37,,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
0,56,100,0,62,64,0,0,0,0,0,0,98,0,0,19,15,0,0,,0,0,0,0,0,0,47,47,,0,0,0,0,0,32,71,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,66,50,0,0,0,0,0,40,0
0,0,0,0,0,37,76,0,0,34,73,27,59,0,0,0,32,0,0,,0,0,84,58,0,0,0,0,,0,0,0,0,0,19,61,0,0,0,0,28,0,0,47,0,28,0,0,0,71,0,0,0,0,41,0,0,0,0,0,0,46,35,0,0,0,0,48,0
0,0,0,0,0,0,0,0,0,0,78,0,22,0,0,34,0,0,0,,0,0,21,0,0,0,0,0,,50,0,0,0,37,0,0,0,66,57,0,0,0,0,76,0,47,100,24,0,0,40,0,0,0,0,0,0,0,85,0,72,45,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,47,48,0,28,0,0,43,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,27,0,67,0,0,0,56,0,62,0,0,32,0,0,0,0,0,0,0,90,50,0,0,62,0,0,49,0,36,66,85,0,0,0,40
0,0,0,0,0,47,0,0,0,53,0,73,19,0,0,0,0,0,0,,0,0,0,0,40,0,60,60,,0,0,0,0,0,0,0,0,25,100,0,0,0,0,0,0,45,0,22,0,0,0,0,48,0,0,0,35,0,0,63,0,0,0,0,0,0,0,28,27
0,0,0,25,60,57,0,0,0,25,0,0,0,0,0,17,0,0,0,,0,0,66,0,0,0,0,0,,0,0,0,0,0,0,27,0,0,0,0,24,62,0,0,0,0,0,0,0,0,0,37,0,27,0,0,0,0,43,71,28,0,0,0,0,0,45,44,0
0,0,0,0,100,0,0,36,43,27,41,0,32,0,0,30,0,0,0,,0,74,0,0,0,97,0,0,,0,0,42,68,34,0,0,38,0,0,0,0,0,0,0,0,76,0,0,0,59,0,0,0,0,0,37,0,70,0,49,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,95,27,0,0,0,0,0,0,,33,0,0,31,0,0,0,0,,0,0,0,0,20,0,52,0,0,32,0,0,0,0,0,0,74,0,72,0,0,0,0,86,0,0,100,0,33,0,39,59,0,59,0,97,0,49,0,100
0,32,40,0,0,0,0,0,0,0,0,0,24,0,0,23,0,45,45,,0,43,0,0,0,0,0,0,,0,35,0,0,0,0,0,0,0,0,0,0,0,0,29,53,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,21,45,0,0,0,0,0,0,0
0,0,0,85,0,0,0,0,97,42,82,0,0,0,0,0,24,0,0,,0,100,0,0,0,0,0,0,,0,0,0,0,27,0,0,0,0,0,54,0,0,0,0,70,35,0,0,0,0,0,39,0,0,0,59,0,0,0,0,0,0,40,90,0,0,0,0,0
0,0,0,0,0,0,0,0,0,20,0,0,34,0,0,27,16,0,0,,0,0,0,0,49,0,73,73,,0,60,0,0,0,0,0,0,0,44,0,0,87,0,0,44,0,21,0,27,0,0,0,0,0,0,0,0,0,62,44,61,0,0,0,0,0,0,0,0
0,0,0,21,0,34,0,21,0,29,0,0,0,33,0,56,19,0,0,,0,0,0,0,67,0,0,0,,0,0,0,0,0,26,0,0,0,0,82,0,55,0,0,0,48,75,0,52,0,100,0,100,0,0,46,0,0,56,59,0,0,0,0,0,0,0,100,0
0,41,0,100,0,62,31,40,0,57,0,0,38,23,0,0,0,0,0,,21,0,62,0,0,39,0,0,,40,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,20,20,0,0,0,0,88,0,0,0,64,0,0,0,30,0,0,0,0,0,0,23,27
0,0,36,0,0,28,0,0,38,17,0,0,27,0,0,100,21,0,0,,0,0,0,0,0,0,30,30,,0,0,0,0,0,0,0,0,41,0,0,0,0,0,70,65,0,0,0,0,0,0,25,0,0,34,0,0,0,0,0,0,29,100,0,0,0,0,25,0
0,0,0,0,0,31,0,19,0,100,0,0,0,0,38,0,21,0,0,,42,0,0,0,0,0,0,0,,0,30,0,0,26,0,0,0,0,0,48,0,0,81,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,46,0,0,0,42,38,0,49,0,0,0,16,0,0,0,0,0,0,,32,0,0,0,0,0,0,0,,49,32,41,0,43,0,0,0,0,34,0,0,0,0,60,0,0,0,0,48,41,0,32,0,28,0,0,90,0,0,0,40,0,97,0,0,0,0,26,27
99,0,0,0,0,0,0,0,0,0,0,45,0,0,35,0,92,50,50,,0,55,0,0,0,0,0,0,,56,0,0,29,0,0,36,0,0,0,100,0,94,0,0,39,0,0,22,0,0,0,0,80,0,0,0,0,0,0,62,59,0,28,0,0,0,0,0,0
0,0,27,19,0,63,0,0,0,22,0,0,19,0,0,29,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,25,0,0,0,91,40,0,0,0,38,0,100,0,35,0,25,100,0,0,0,0,0,29,37,0,0,0,0,0,71,0
0,23,0,0,0,0,0,0,0,17,0,0,0,0,28,0,0,0,0,,0,0,0,0,100,0,0,0,,0,46,35,33,24,18,30,49,0,28,0,0,0,0,0,0,27,0,0,54,0,0,30,0,0,61,0,0,55,0,35,34,0,0,0,0,0,0,0,0
95,0,0,0,0,0,33,0,0,18,0,0,0,57,57,28,0,0,0,,0,0,0,0,0,0,43,43,,0,0,0,0,33,0,29,0,0,0,0,0,0,0,0,0,0,32,0,0,40,0,0,0,0,0,0,0,0,0,0,23,0,0,0,100,0,0,0,67
0,0,0,0,0,27,45,0,0,0,76,0,100,40,0,0,50,0,0,,0,0,0,0,0,0,0,0,,69,0,0,0,22,100,0,0,0,0,0,0,0,0,0,0,50,59,0,0,0,0,0,0,0,0,57,0,56,34,67,0,0,0,38,0,0,0,17,0
0,0,0,0,0,36,65,0,0,0,0,0,45,26,0,23,0,41,41,,0,0,26,0,48,0,0,0,,0,0,0,49,0,0,72,56,0,0,0,0,0,100,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,0,63,0,0,0,0,0,27
0,0,0,0,51,38,0,100,100,0,0,75,0,0,0,43,0,0,0,,0,0,0,0,0,0,52,52,,43,0,35,66,0,0,0,0,0,0,73,100,0,0,0,0,0,0,0,0,0,0,27,0,23,0,0,0,43,52,0,37,0,47,28,0,0,0,0,37
45,0,0,0,0,100,52,0,0,22,0,0,0,0,0,87,19,0,0,,100,0,0,0,0,0,0,0,,0,0,0,0,39,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,75,0,0,0,46,0,30,0,0,38,0,35,0,44,0,62,0
0,0,0,0,0,48,0,26,39,0,100,0,33,0,0,0,0,77,77,,50,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,42,70,0,0,0,73,32,0,0,0,0,0,0,27,0
0,100,48,0,0,0,0,0,0,36,0,0,25,0,26,38,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,24,0,0,0,0,55,72,0,77,0,0,0,0,24,0,0,65,51,0,0,0,0,0,0,0,0,53,0,45,100,0,0,0,18,0
0,0,0,0,0,42,46,0,0,18,0,0,0,0,100,28,0,0,0,,0,0,0,63,0,0,0,0,,0,0,0,0,0,0,0,51,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,49,0,0,0,53,0,78,0,0,0,0,0,0,0,0,44
100,0,0,19,0,36,36,0,0,0,0,100,21,0,0,25,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,19,0,0,31,0,61,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,94,0,0,78,0,0,0,48,0,0,0,,27,83,0,0,0,0,0,0,,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,38,0,0,59,0,0,28,0,0,0,0,0,0,19,0
0,0,0,0,0,86,0,0,0,0,0,41,45,0,51,0,0,0,0,,36,0,0,100,77,35,0,0,,0,0,0,100,0,34,0,0,0,0,0,37,73,0,34,0,59,23,0,0,39,0,0,0,0,0,0,0,98,0,52,0,0,0,35,98,0,0,28,36
