sé são paulo,bom retiro são paulo,consolação são paulo,aclimação são paulo,cambuci são paulo,lapa são paulo,brás são paulo,carandiru são paulo,penha de frança são paulo,santo amaro são paulo,pari são paulo,casa verde são paulo,pinheiros são paulo,itaim bibi são paulo,vila clementino são paulo,ipiranga são paulo,vila maria são paulo,água fria são paulo,vila matilde são paulo,são miguel paulista são paulo,perdizes são paulo,ponte rasa são paulo,parelheiros são paulo,sacomã são paulo,campo belo são paulo,freguesia do ó são paulo,vila diva são paulo,tatuapé são paulo,vila carrão são paulo,itaquera são paulo,pirituba são paulo,vila sonia são paulo,jabaquara são paulo,vila mariana são paulo,campo limpo são paulo,vila gustavo são paulo,vila santa maria são paulo,vila rica são paulo,parque são lucas são paulo,cidade ademar são paulo,guaianazes são paulo,vila brasilândia são paulo,perus são paulo,capão redondo são paulo,cidade dutra são paulo,são mateus são paulo,itaim paulista são paulo,butantã são paulo,parque são jorge são paulo,parque do carmo são paulo,vila alpina são paulo,vila formosa são paulo,ermelino matarazzo são paulo,vila jacuí são paulo,artur alvim são paulo,teotônio vilela são paulo,vila ema são paulo,jaçanã são paulo,santa cecília são paulo,jardins são paulo,belém são paulo,portal do morumbi são paulo,parque novo mundo são paulo,ceagesp são paulo,parque santo antônio são paulo,monções são paulo,americanópolis são paulo,campo grande são paulo,socorro são paulo
0,0,0,0,88,0,100,0,0,48,0,42,0,0,32,0,0,0,0,100,0,33,62,62,0,0,0,0,0,37,0,0,0,37,63,0,0,39,0,0,0,0,0,82,0,0,0,25,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,66,41,0,0,49,55
0,82,60,60,62,0,0,0,0,0,0,0,82,0,0,58,30,0,0,0,0,41,0,0,24,41,0,0,0,0,0,0,38,0,0,0,0,0,73,0,0,0,0,0,0,66,0,0,0,83,0,0,0,0,0,0,0,0,28,0,63,0,23,0,0,0,0,85,0
0,0,0,0,0,40,0,0,100,0,0,0,39,0,0,0,81,0,40,0,0,0,0,0,0,0,95,37,100,45,0,0,0,0,0,100,0,0,0,0,0,0,28,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,0,0,0,0,0,0
100,0,0,0,0,0,22,52,0,53,0,31,39,0,25,0,0,0,0,29,0,0,0,0,0,0,0,27,0,0,0,0,0,26,0,0,0,0,0,67,0,0,0,0,0,23,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,25,51
30,0,0,0,0,0,0,0,0,0,0,26,0,23,22,0,0,0,0,0,0,100,94,0,0,32,0,38,0,36,0,0,0,32,0,0,0,0,0,0,0,100,0,0,0,0,24,40,0,0,26,0,0,0,0,55,0,0,0,0,0,0,0,79,0,0,0,0,0
0,100,93,93,0,69,37,0,0,41,0,0,0,0,0,31,0,47,0,40,31,0,0,0,36,44,0,0,0,0,57,38,0,0,0,0,80,55,0,0,51,0,90,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,54,0,36,0,69,34,0,0,0,0,0,0,0,21,0,0,0,26,0,56,0,0,53,0,0,0,0,0,0,0,0,0,0,93,33,64,0,0,0,0,25,0,0,0,49,21,0,0,42,0,0,0,36,0,0,100,55,0,0,0,28,0
0,0,0,0,0,52,0,0,0,0,0,26,0,0,0,0,24,26,34,0,0,0,0,0,0,42,0,27,0,0,54,0,58,0,0,0,39,0,0,69,0,0,0,21,0,15,0,52,0,0,30,0,0,0,48,0,27,0,0,0,0,0,0,100,0,100,0,46,0
0,0,0,0,0,0,0,0,0,24,0,36,0,0,0,24,0,0,100,0,29,0,0,93,0,59,0,0,0,0,0,0,0,52,61,0,0,0,0,0,0,0,0,43,0,15,100,0,100,0,0,0,12,0,0,0,0,55,25,29,0,0,0,0,38,28,0,37,69
0,0,0,0,0,0,0,65,34,83,27,19,86,0,0,0,0,0,35,0,0,0,48,0,0,0,0,0,0,0,0,33,56,0,43,0,0,0,0,0,0,0,0,22,45,100,34,0,0,0,0,0,0,0,0,0,0,0,23,59,0,0,25,0,0,38,0,50,0
0,0,0,0,0,28,0,0,0,32,0,53,43,0,42,23,0,0,43,0,21,0,0,0,0,0,0,0,0,71,0,0,46,0,0,0,0,0,0,0,0,0,44,0,0,0,28,25,0,0,22,0,0,0,0,0,0,0,79,0,0,0,40,67,0,0,0,35,0
0,25,36,36,0,27,21,0,0,52,0,71,100,0,0,45,0,0,0,46,0,0,0,0,100,0,0,42,0,100,0,0,0,19,0,76,0,0,0,0,0,0,0,100,0,24,0,34,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,30,0
43,35,87,87,0,0,0,0,0,52,0,31,0,100,0,59,0,36,0,0,0,35,0,0,0,0,0,0,0,60,0,0,0,57,0,0,0,0,0,100,0,0,0,0,0,0,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,45,0,43,0,0
0,0,0,0,77,0,0,0,0,0,26,0,0,0,0,39,46,0,0,31,50,0,0,0,0,52,0,0,0,75,32,0,21,0,39,0,0,0,0,0,82,0,0,0,60,0,0,0,25,0,0,0,0,0,0,0,0,34,39,97,70,0,0,0,17,0,43,25,0
0,0,0,0,0,23,0,0,0,41,40,0,51,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,48,92,100,0,68,0,0,0,100,56,71,59,0,0,0,0,0,0,0,0,40,0,21,0,57,59,0,0,55,0,0,0,0,0,0,0,0,0,63
0,0,0,0,37,0,33,77,0,65,39,49,0,0,54,29,27,22,0,23,0,0,51,0,0,0,0,0,31,0,0,0,55,16,0,47,0,0,0,0,0,0,0,41,0,21,26,30,24,45,0,0,36,69,0,0,73,0,36,45,0,0,0,0,0,0,0,38,56
0,0,0,0,33,0,63,28,0,0,0,49,0,0,0,0,0,49,0,40,0,0,52,100,0,35,100,39,0,0,0,0,0,0,44,0,0,85,0,0,40,0,0,0,0,0,24,22,0,0,0,31,17,45,0,0,0,26,0,0,100,0,0,0,100,0,0,29,0
0,0,0,0,0,0,22,0,0,29,0,0,0,0,24,47,0,28,53,0,21,0,0,0,0,0,0,24,0,0,0,0,31,19,0,46,37,0,0,0,0,30,0,0,0,0,56,0,0,0,0,0,24,0,38,0,0,40,59,0,0,28,0,0,0,0,0,0,0
0,0,0,0,0,21,0,0,75,51,0,23,64,0,0,0,30,59,29,0,0,0,0,0,0,0,0,0,33,72,0,0,84,20,0,0,53,0,0,0,0,0,0,0,0,16,0,0,0,0,46,0,0,0,0,0,0,52,74,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,24,0,0,0,50,0,25,0,0,0,0,0,18,0,0,25,0,0,0,50,0,0,30,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,22,0,35,40
67,0,0,0,32,0,34,100,30,36,0,30,0,0,45,0,20,0,0,0,0,37,0,51,0,0,0,0,29,0,33,0,0,0,0,0,0,0,75,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,100,0,0,0,0,0,0,38
30,0,0,0,0,49,0,0,0,0,0,23,75,0,55,0,20,0,0,0,0,0,0,0,0,0,49,50,0,72,0,23,0,0,100,0,0,0,0,0,0,0,0,21,38,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
0,0,35,35,0,0,0,0,0,0,0,46,0,21,22,29,0,0,0,0,0,0,0,0,22,0,76,0,0,0,0,29,0,0,0,0,0,33,0,0,0,0,0,0,0,49,92,0,32,25,0,0,0,0,0,0,0,0,100,31,27,0,0,0,17,0,0,28,100
0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,71,0,0,0,61,0,0,0,0,37,0,71,70,0,0,0,86,0,0,0,0,0,0,0,58,0,0,0,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,24,0
0,0,0,0,23,0,0,48,0,0,86,0,0,0,0,0,0,0,0,0,0,31,28,76,26,0,0,26,0,44,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,34,0,0,0,0,0,36,0,0,55,45,0,66,93,0,0,0,0,60,0,0,0,0,0
45,22,87,87,0,0,0,0,0,24,0,0,0,0,0,0,65,20,0,47,0,32,42,0,30,0,0,21,0,69,0,0,40,32,0,0,0,0,0,0,95,43,0,0,0,24,85,0,0,0,0,0,0,100,0,0,0,0,0,30,69,0,0,0,0,0,0,0,0
0,60,54,54,0,0,55,0,0,0,0,0,0,0,0,43,0,38,37,0,0,0,64,0,31,0,0,36,0,77,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,34,0,0,0,0,100,0,0,0,0,0,0,42,37,0,0,21,67,0,0
0,0,0,0,0,37,0,0,0,42,100,20,49,0,0,51,38,29,0,0,0,29,0,0,0,0,55,0,0,0,0,21,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,67,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,55,84,0,49,0,22,0,0,31,0,0,0,0,0,48,0,43,0,0,0,0,59,90,0,0,25,35,0,0,0,0,0,0,59,0,29,0,0,0,0,52,0,0,0,30,0,0,0,0,0,100,45,64,0,0,0,37,72,0,0,100,45,39
0,0,48,48,0,0,48,0,0,52,0,0,0,0,0,38,28,0,0,0,51,95,0,0,0,0,0,0,0,0,0,0,0,24,0,61,0,0,0,0,0,0,0,0,0,0,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,76,0,0
