sé são paulo,bom retiro são paulo,consolação são paulo,aclimação são paulo,cambuci são paulo,lapa são paulo,brás são paulo,carandiru são paulo,penha de frança são paulo,santo amaro são paulo,pari são paulo,casa verde são paulo,pinheiros são paulo,itaim bibi são paulo,vila clementino são paulo,ipiranga são paulo,vila maria são paulo,água fria são paulo,vila matilde são paulo,são miguel paulista são paulo,perdizes são paulo,ponte rasa são paulo,parelheiros são paulo,sacomã são paulo,campo belo são paulo,freguesia do ó são paulo,vila diva são paulo,tatuapé são paulo,vila carrão são paulo,itaquera são paulo,pirituba são paulo,vila sonia são paulo,jabaquara são paulo,vila mariana são paulo,campo limpo são paulo,vila gustavo são paulo,vila santa maria são paulo,vila rica são paulo,parque são lucas são paulo,cidade ademar são paulo,guaianazes são paulo,vila brasilândia são paulo,perus são paulo,capão redondo são paulo,cidade dutra são paulo,são mateus são paulo,itaim paulista são paulo,butantã são paulo,parque são jorge são paulo,parque do carmo são paulo,vila alpina são paulo,vila formosa são paulo,ermelino matarazzo são paulo,vila jacuí são paulo,artur alvim são paulo,teotônio vilela são paulo,vila ema são paulo,jaçanã são paulo,santa cecília são paulo,jardins são paulo,belém são paulo,portal do morumbi são paulo,parque novo mundo são paulo,ceagesp são paulo,parque santo antônio são paulo,monções são paulo,americanópolis são paulo,campo grande são paulo,socorro são paulo
0,0,0,0,100,79,0,0,0,0,0,0,0,73,0,100,100,0,0,0,0,0,0,0,0,0,0,92,0,69,0,0,0,0,77,100,0,0,0,0,0,0,0,0,66,18,0,0,0,0,0,0,0,35,100,86,0,0,0,0,0,0,0,0,0,0,0,0,100
34,42,72,38,0,58,0,0,0,44,0,0,62,45,0,0,37,0,26,0,0,15,70,0,0,0,94,98,0,54,82,0,35,27,34,0,0,0,52,0,0,0,0,0,80,25,73,0,0,100,0,0,100,0,0,49,33,0,0,100,0,32,73,0,0,0,0,0,36
0,0,59,0,0,100,0,30,0,34,0,0,49,0,0,16,48,44,0,55,0,49,0,0,0,33,0,24,0,23,0,0,27,53,76,0,71,0,0,0,37,0,0,51,0,44,0,0,0,0,41,0,41,0,0,45,0,45,0,0,0,100,0,0,0,0,0,0,43
0,0,0,0,45,67,0,0,0,99,0,28,53,0,0,40,31,0,0,32,0,0,0,0,0,0,0,30,44,31,49,53,100,0,28,63,0,0,0,0,0,0,0,0,0,15,79,0,0,0,0,58,0,100,0,0,0,0,0,0,0,0,0,0,0,93,0,27,0
39,0,0,0,0,0,0,0,0,87,0,0,32,0,0,63,0,0,0,0,79,0,0,0,0,0,79,0,0,0,50,0,0,77,22,0,0,0,0,0,0,41,0,0,100,0,51,39,0,0,0,0,49,0,0,0,35,0,0,0,0,28,36,0,0,0,49,77,0
0,0,0,0,0,0,0,33,0,53,0,36,0,0,0,19,0,0,64,0,0,0,0,0,35,40,0,34,0,0,0,28,25,32,29,0,0,0,0,35,0,100,0,0,48,0,40,0,47,65,0,0,57,0,0,0,42,44,0,50,0,0,0,0,0,0,0,100,43
43,0,0,0,0,52,100,0,0,0,0,0,49,0,0,22,52,0,18,0,0,14,100,0,0,0,0,0,0,52,0,29,23,0,17,0,0,22,48,0,0,0,49,0,0,17,0,0,0,0,0,0,0,0,33,0,0,0,27,0,0,0,0,0,0,27,0,0,24
0,67,0,0,0,53,0,0,0,0,0,0,52,0,100,12,31,0,0,28,0,19,0,0,0,0,0,30,0,60,0,0,48,0,0,0,0,0,0,0,0,0,21,0,0,15,0,22,0,0,0,0,33,37,0,0,0,0,42,0,0,0,0,0,65,0,0,0,29
0,0,0,0,0,0,53,55,0,0,0,0,0,0,74,26,29,0,0,51,0,0,0,0,0,0,0,21,97,0,37,0,64,20,32,0,0,0,0,52,0,0,0,0,0,14,0,0,31,0,0,25,0,0,0,30,0,25,0,0,67,0,0,0,59,50,0,27,64
0,0,29,0,0,28,0,0,0,24,0,0,0,0,0,30,35,54,0,0,0,0,0,0,0,33,0,49,0,21,34,0,26,0,0,0,0,0,0,0,0,0,23,0,36,35,0,0,0,0,0,20,0,24,0,0,0,0,100,36,0,0,0,0,94,0,16,0,35
