sé são paulo,bom retiro são paulo,consolação são paulo,aclimação são paulo,cambuci são paulo,lapa são paulo,brás são paulo,carandiru são paulo,penha de frança são paulo,santo amaro são paulo,pari são paulo,casa verde são paulo,pinheiros são paulo,itaim bibi são paulo,vila clementino são paulo,ipiranga são paulo,vila maria são paulo,água fria são paulo,vila matilde são paulo,são miguel paulista são paulo,perdizes são paulo,ponte rasa são paulo,parelheiros são paulo,sacomã são paulo,campo belo são paulo,freguesia do ó são paulo,vila diva são paulo,tatuapé são paulo,vila carrão são paulo,itaquera são paulo,pirituba são paulo,vila sonia são paulo,jabaquara são paulo,vila mariana são paulo,campo limpo são paulo,vila gustavo são paulo,vila santa maria são paulo,vila rica são paulo,parque são lucas são paulo,cidade ademar são paulo,guaianazes são paulo,vila brasilândia são paulo,perus são paulo,capão redondo são paulo,cidade dutra são paulo,são mateus são paulo,itaim paulista são paulo,butantã são paulo,parque são jorge são paulo,parque do carmo são paulo,vila alpina são paulo,vila formosa são paulo,ermelino matarazzo são paulo,vila jacuí são paulo,artur alvim são paulo,teotônio vilela são paulo,vila ema são paulo,jaçanã são paulo,santa cecília são paulo,jardins são paulo,belém são paulo,portal do morumbi são paulo,parque novo mundo são paulo,ceagesp são paulo,parque santo antônio são paulo,monções são paulo,americanópolis são paulo,campo grande são paulo,socorro são paulo
0,24,60,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,55,0,0,0,0,52,0,0,0,30,0,0,0,0,0,0,30,32,0,0,0,0,0,18,0,0,0,90,0,0,0,0,0,0,0,0,100,0,0,0,0,0,35,0,0,43,97,0,0,0,30
0,33,0,41,0,37,91,0,0,18,0,38,30,0,0,0,0,59,0,61,0,49,0,0,0,0,0,0,31,0,0,0,0,0,31,0,100,54,0,0,0,0,0,56,0,37,0,0,0,0,0,39,100,0,0,0,0,0,0,20,0,0,0,0,0,0,0,42,0
0,40,42,61,0,0,58,61,0,0,0,0,33,0,41,0,0,0,0,0,0,0,100,0,0,38,0,62,0,0,25,0,0,0,48,0,0,0,36,74,0,0,42,0,0,100,30,0,0,0,0,0,0,0,36,0,56,0,35,41,0,0,0,37,0,0,0,0,27
0,0,62,0,0,36,40,0,0,42,0,0,27,0,0,42,58,0,25,42,0,0,0,68,0,37,81,48,0,47,27,0,0,31,100,0,0,0,85,47,0,0,0,0,0,33,0,0,41,100,0,0,0,91,0,48,0,0,0,0,46,0,0,0,0,0,0,0,100
42,0,67,0,0,60,77,38,0,0,0,0,0,0,0,62,0,0,0,63,0,89,0,46,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,29,36,0,0,0,39,70,72,0,26,0,0,55,0,0,0,46,0,0,100,0,0,0,56,0
0,20,0,78,0,28,40,0,0,0,0,0,0,0,65,74,0,0,0,56,0,0,0,0,26,54,0,0,26,0,0,0,0,0,0,68,0,0,0,31,50,0,0,44,0,0,0,91,0,25,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,22,0,0,21
0,0,0,0,61,0,25,0,77,61,94,0,24,0,63,32,0,26,0,0,45,23,80,0,0,100,0,23,0,100,33,0,0,0,0,38,0,0,0,52,0,19,42,0,0,0,0,60,0,0,0,0,0,0,0,0,46,0,0,66,0,0,0,0,100,41,0,46,0
0,0,31,0,0,0,19,0,54,0,0,0,18,28,0,37,39,0,0,0,0,0,0,0,0,0,77,27,0,0,0,0,63,0,96,0,0,0,0,100,59,35,43,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,46,39,0,0,0,0,0,0,64,0
0,0,34,0,0,0,18,73,0,20,0,33,31,0,0,100,0,0,0,61,0,0,93,0,48,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,85,0,0,0,0,0,0,82,0,0,0,0,37,0,27,26,0,0,0,0,0,21,0,34
85,0,56,0,100,0,0,100,0,19,0,49,0,0,0,0,30,0,0,0,53,0,75,0,0,0,0,29,0,43,38,0,0,0,29,0,0,100,0,0,0,36,0,0,0,0,36,0,0,0,38,0,35,0,0,0,0,39,59,19,0,0,0,0,0,0,0,0,34
0,0,0,0,0,94,0,0,0,0,82,0,0,0,0,0,0,100,0,57,0,0,0,39,0,0,0,0,0,49,0,0,56,0,0,100,0,0,0,0,0,0,0,85,0,0,32,0,0,30,0,0,37,0,0,72,0,0,0,66,40,0,0,0,0,0,0,0,46
0,0,0,0,0,81,100,59,0,19,0,0,16,25,0,0,0,0,0,41,0,0,0,42,0,83,0,0,20,30,44,0,0,0,35,0,0,0,0,0,0,27,47,32,0,74,0,0,0,0,30,57,0,0,0,0,0,0,47,0,100,0,0,0,0,0,0,0,67
0,30,37,0,0,24,19,0,0,18,0,70,38,0,0,0,33,0,82,32,0,45,0,0,0,0,100,19,0,0,0,45,39,35,0,0,0,0,0,53,0,0,0,0,27,0,0,0,0,0,0,0,0,68,31,42,0,0,0,0,59,0,0,0,0,0,0,0,0
0,0,0,0,0,51,29,0,0,0,0,0,29,0,0,0,0,0,0,74,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,43,53,100,0,0,0,0,0,0,100,34,23
0,0,0,0,0,0,47,0,0,20,0,0,0,0,34,45,28,0,0,100,33,0,0,0,0,0,0,0,0,24,88,80,0,26,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0,31,0,0,66,0,44,0,56,17,0,0,0,39,0,32,0,0,27,42,0,0,48,0,0,0,60,22,21,0,0,0,0,0,29,34,0,0,41,0,0,0,0,26,0,45,64,0,100,0,0,0,0,0,0,0,0,45,0,52,23,0,0,0,0,0,0,36,45
0,0,0,79,38,67,65,37,100,0,100,0,26,33,0,0,19,0,0,22,0,0,0,0,0,0,0,35,0,39,0,0,0,0,59,0,0,0,100,0,56,0,0,0,0,42,0,0,45,0,0,0,47,31,35,0,0,0,88,33,33,0,0,0,0,0,0,0,0
0,20,0,0,0,0,18,0,0,21,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,34,27,0,82,29,0,0,0,0,0,0,0,0,0,66,50,41,91,0,0,0,60,0,0,100,0,0,0,0,0,0,34,69,85,0,0,0,31,0,25
0,0,63,37,0,19,0,0,0,21,76,0,30,0,50,45,40,0,0,62,0,0,53,0,0,0,0,28,0,0,45,0,0,33,61,0,0,42,0,52,0,0,0,0,0,70,0,0,38,54,0,0,0,0,28,0,0,0,57,0,0,0,43,0,0,23,0,0,0
0,17,0,0,87,27,33,35,0,0,0,0,0,0,46,0,0,0,0,77,0,0,0,0,53,0,53,35,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,27,0,0,40,0,0,0,29,0,0,0,0,59,0,0,38,32,0,0,0,0,67,0,0,30,40
0,0,38,0,62,0,20,0,0,0,0,0,100,0,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,46,0,59,0,43,65,0,0,0,0,53,0,75,0,0,0,0,34,0,0,0,0,0,25,0,0,0,0,0,0,0,60,0,0,0,0,60,0,34
0,0,0,0,0,27,31,0,0,0,0,25,0,0,76,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,33,0,0,0,0,80,0,20,0,0,0,98,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
0,0,41,0,0,0,0,0,0,18,0,0,20,0,42,23,0,0,64,0,0,0,52,0,0,0,0,0,39,0,31,0,0,100,49,57,0,0,0,0,0,0,0,0,45,0,0,0,39,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0
0,0,0,39,64,0,0,0,0,0,0,0,15,93,100,60,23,0,0,0,0,0,0,0,68,0,0,0,25,0,0,56,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,98,0,0,42,0
64,0,36,0,0,29,32,0,0,37,0,0,0,0,35,0,0,37,0,26,0,0,0,0,0,0,0,17,0,33,0,0,0,0,48,49,0,23,0,63,0,0,0,0,0,0,0,0,0,20,73,0,0,0,0,63,0,49,92,20,46,0,0,38,0,0,44,100,32
0,15,0,0,0,26,45,51,0,25,0,0,13,0,0,0,0,0,32,29,0,0,36,0,29,0,0,0,0,0,59,0,0,0,0,0,0,36,42,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,55,0,0,0,64,0,0,0,0,0,0,21,20
0,35,34,0,0,0,0,0,42,21,0,0,0,0,0,0,0,26,0,39,0,0,0,0,0,0,0,16,50,0,23,0,0,0,33,0,0,26,0,0,0,0,52,36,0,0,23,0,0,0,0,0,0,0,0,65,0,40,0,0,0,0,0,64,0,44,63,75,23
26,0,23,0,0,0,0,92,0,0,0,0,0,92,32,40,33,0,100,35,0,0,0,0,0,0,0,0,0,31,0,87,0,0,0,0,0,0,50,0,0,0,0,29,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,96,0,0,31,48,41,24,0,0,0,0,0,0,100,0,31,0,0,0,24,0,0,0,0,0,100,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,56,0,0,0,67
0,21,0,0,0,23,0,0,0,39,0,0,0,0,0,0,0,0,0,74,30,0,65,0,0,51,0,36,0,30,0,0,45,28,0,0,0,0,0,0,86,0,0,66,0,0,35,0,0,0,47,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,45,0,0
