sé são paulo,bom retiro são paulo,consolação são paulo,aclimação são paulo,cambuci são paulo,lapa são paulo,brás são paulo,carandiru são paulo,penha de frança são paulo,santo amaro são paulo,pari são paulo,casa verde são paulo,pinheiros são paulo,itaim bibi são paulo,vila clementino são paulo,ipiranga são paulo,vila maria são paulo,água fria são paulo,vila matilde são paulo,são miguel paulista são paulo,perdizes são paulo,ponte rasa são paulo,parelheiros são paulo,sacomã são paulo,campo belo são paulo,freguesia do ó são paulo,vila diva são paulo,tatuapé são paulo,vila carrão são paulo,itaquera são paulo,pirituba são paulo,vila sonia são paulo,jabaquara são paulo,vila mariana são paulo,campo limpo são paulo,vila gustavo são paulo,vila santa maria são paulo,vila rica são paulo,parque são lucas são paulo,cidade ademar são paulo,guaianazes são paulo,vila brasilândia são paulo,perus são paulo,capão redondo são paulo,cidade dutra são paulo,são mateus são paulo,itaim paulista são paulo,butantã são paulo,parque são jorge são paulo,parque do carmo são paulo,vila alpina são paulo,vila formosa são paulo,ermelino matarazzo são paulo,vila jacuí são paulo,artur alvim são paulo,teotônio vilela são paulo,vila ema são paulo,jaçanã são paulo,santa cecília são paulo,jardins são paulo,belém são paulo,portal do morumbi são paulo,parque novo mundo são paulo,ceagesp são paulo,parque santo antônio são paulo,monções são paulo,americanópolis são paulo,campo grande são paulo,socorro são paulo
15,59,73,0,41,80,74,0,52,91,37,39,47,67,23,34,84,0,47,56,60,39,31,61,51,44,88,76,67,73,80,63,95,79,97,0,0,0,84,100,90,70,39,71,43,67,83,72,0,0,53,54,45,40,30,100,82,86,43,61,80,0,34,58,0,0,0,69,83
34,29,69,0,95,76,59,0,0,96,27,57,77,35,42,32,40,69,40,65,74,0,29,52,60,100,50,93,27,62,87,0,77,51,100,0,0,46,60,0,0,49,38,63,0,66,92,76,0,52,0,68,69,51,55,63,25,60,29,69,79,62,38,32,0,62,0,58,78
18,57,44,0,33,63,49,82,40,79,54,29,63,60,19,30,54,0,40,97,51,87,33,34,52,68,67,63,55,78,70,25,92,57,72,0,20,32,83,23,44,44,18,10,25,53,65,86,48,42,54,100,100,97,54,58,0,0,31,30,72,81,71,49,0,0,51,58,65
10,43,56,59,69,82,68,100,22,85,58,58,73,64,0,32,89,0,74,99,50,19,11,14,39,49,0,72,44,75,76,0,91,62,66,52,0,0,61,0,20,0,70,49,44,77,93,90,0,0,37,62,61,0,47,0,36,57,45,31,95,78,62,51,0,0,0,62,63
20,43,16,59,66,65,70,0,57,87,0,30,58,42,40,25,70,0,18,56,65,0,16,0,38,65,100,74,33,53,100,52,68,66,73,0,0,16,59,22,85,74,59,34,34,66,90,62,0,0,44,26,54,38,0,58,70,18,100,68,74,65,82,13,0,0,0,62,55
15,85,39,49,42,71,68,0,0,71,53,36,82,40,55,31,63,0,45,56,40,38,21,43,53,46,56,66,58,64,73,75,54,94,80,49,0,73,0,17,99,0,0,35,69,55,47,76,73,66,25,58,91,0,24,0,53,60,49,62,68,0,37,45,0,86,50,58,62
28,40,76,36,57,80,59,53,83,79,76,38,73,65,56,39,77,0,17,82,77,34,34,20,50,42,0,93,0,62,50,63,72,95,69,0,0,25,86,0,62,37,45,36,45,55,73,73,30,63,25,64,60,0,0,0,38,52,37,58,87,0,51,22,0,46,0,59,65
26,57,70,47,41,76,56,40,55,74,61,36,58,49,58,30,77,19,0,77,62,67,14,37,52,27,0,75,0,67,56,75,84,73,51,0,0,35,65,39,34,54,71,34,48,57,84,70,64,0,44,40,92,20,41,20,74,41,49,65,58,0,48,43,37,0,22,57,64
26,30,42,43,63,83,64,0,0,83,71,35,78,36,38,39,48,31,37,45,57,45,23,42,61,39,0,63,27,90,90,0,78,62,70,21,0,21,37,0,40,0,48,41,0,73,72,64,0,64,0,58,69,29,32,44,51,47,37,63,69,78,43,58,0,0,43,65,81
17,33,56,46,62,70,59,0,99,82,35,32,92,47,55,35,69,0,51,94,57,0,26,75,44,41,0,86,36,67,67,62,84,82,68,0,0,36,22,0,50,0,60,49,16,67,70,73,51,0,39,49,43,100,54,27,27,67,16,69,89,0,94,50,0,42,0,60,69
25,63,61,55,58,83,67,43,78,85,54,57,92,69,27,34,66,0,41,75,60,35,25,31,70,58,0,71,20,58,81,0,100,70,80,0,0,43,51,48,48,0,57,34,48,77,82,73,0,0,26,51,76,0,100,26,37,34,71,66,80,45,28,50,0,31,67,70,76
27,51,59,50,81,86,65,44,19,84,0,45,81,64,29,34,79,0,49,69,59,0,34,16,100,54,0,74,29,85,67,0,90,68,77,0,27,63,39,31,32,0,21,55,27,72,74,63,41,0,61,44,46,0,54,0,62,43,23,59,83,0,36,66,33,0,32,55,70
36,53,48,69,93,71,70,40,65,90,72,60,82,84,18,42,68,32,45,76,49,22,40,48,51,63,47,70,0,85,71,40,82,100,93,0,0,47,85,19,69,32,57,63,67,61,56,69,100,0,16,58,71,20,31,0,45,19,81,58,83,39,44,75,0,38,0,71,71
28,58,69,71,63,64,77,0,22,71,60,53,78,53,70,33,68,0,36,53,66,41,28,46,49,20,67,74,39,65,51,0,63,66,71,0,31,0,0,10,65,0,47,60,26,65,63,70,44,18,67,74,40,0,59,24,33,0,21,77,83,0,83,63,0,83,0,58,85
