sé são paulo,bom retiro são paulo,consolação são paulo,aclimação são paulo,cambuci são paulo,lapa são paulo,brás são paulo,carandiru são paulo,penha de frança são paulo,santo amaro são paulo,pari são paulo,casa verde são paulo,pinheiros são paulo,itaim bibi são paulo,vila clementino são paulo,ipiranga são paulo,vila maria são paulo,água fria são paulo,vila matilde são paulo,são miguel paulista são paulo,perdizes são paulo,ponte rasa são paulo,parelheiros são paulo,sacomã são paulo,campo belo são paulo,freguesia do ó são paulo,vila diva são paulo,tatuapé são paulo,vila carrão são paulo,itaquera são paulo,pirituba são paulo,vila sonia são paulo,jabaquara são paulo,vila mariana são paulo,campo limpo são paulo,vila gustavo são paulo,vila santa maria são paulo,vila rica são paulo,parque são lucas são paulo,cidade ademar são paulo,guaianazes são paulo,vila brasilândia são paulo,perus são paulo,capão redondo são paulo,cidade dutra são paulo,são mateus são paulo,itaim paulista são paulo,butantã são paulo,parque são jorge são paulo,parque do carmo são paulo,vila alpina são paulo,vila formosa são paulo,ermelino matarazzo são paulo,vila jacuí são paulo,artur alvim são paulo,teotônio vilela são paulo,vila ema são paulo,jaçanã são paulo,santa cecília são paulo,jardins são paulo,belém são paulo,portal do morumbi são paulo,parque novo mundo são paulo,ceagesp são paulo,parque santo antônio são paulo,monções são paulo,americanópolis são paulo,campo grande são paulo,socorro são paulo
0,0,0,0,0,0,30,0,0,0,0,31,0,0,0,30,0,0,100,0,0,0,87,0,0,0,0,0,74,0,0,0,87,79,0,0,0,68,0,0,0,0,0,53,0,56,0,0,0,0,0,0,0,48,0,0,32,24,0,40,0,0,0,100,0,0,0,24,27
0,0,0,25,0,0,22,0,0,87,0,0,0,0,0,0,0,0,0,54,0,0,0,22,47,0,0,0,100,40,66,0,41,0,0,56,0,0,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,38,22,0,0,0,31,0,42,0,0,0
0,0,0,0,0,0,39,22,0,50,100,0,0,0,0,0,0,0,48,34,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,89,72,0,0,43,22,34,0,0,0,0,0,0,0,20,0
0,30,0,0,36,0,50,0,29,0,0,0,37,61,0,0,0,0,0,0,0,0,0,0,41,30,0,0,0,0,47,0,0,34,0,0,0,0,0,0,0,0,0,0,0,31,43,0,0,44,21,0,0,0,0,100,0,0,13,39,0,45,0,0,26,0,0,0,0
0,0,0,0,38,0,25,0,0,30,24,0,0,0,53,0,0,0,52,0,0,0,0,31,0,0,0,0,0,61,0,100,0,0,0,0,0,0,0,0,0,0,0,0,35,38,0,0,0,0,0,0,0,43,0,0,0,0,14,28,38,0,0,0,0,80,45,0,0
34,58,0,0,0,0,12,0,0,0,0,0,58,0,0,0,0,0,0,26,0,0,29,82,90,0,0,0,0,0,0,25,0,0,61,0,23,0,0,0,70,0,28,0,0,14,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,70
0,29,38,0,0,19,10,0,0,50,32,0,0,0,29,23,0,0,0,0,0,0,0,34,0,0,0,0,73,53,31,38,0,33,0,41,0,0,0,0,0,0,22,47,39,29,0,0,0,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,21
0,0,48,0,55,41,54,23,0,63,0,0,0,0,30,25,0,0,0,0,0,0,0,0,0,32,0,0,0,61,37,0,0,0,37,0,0,42,0,100,0,0,17,0,0,34,0,0,37,0,0,0,33,0,0,0,0,0,25,0,57,46,0,0,0,0,0,100,0
0,0,0,0,0,0,13,0,0,0,0,0,0,0,41,0,0,0,0,24,0,100,0,0,0,0,23,95,0,60,0,0,59,0,34,0,0,0,0,85,0,0,0,29,35,41,30,0,0,45,0,22,0,0,44,0,0,0,14,0,0,0,0,0,0,38,0,0,0
74,0,0,0,0,55,55,100,0,55,47,0,0,0,0,36,68,0,0,22,0,69,100,0,0,0,0,25,0,48,53,0,0,21,0,0,0,100,0,0,0,0,31,33,49,68,100,44,0,100,0,0,90,0,0,0,0,35,33,0,36,59,0,0,0,90,0,65,77
42,0,52,0,0,0,44,0,0,53,0,0,47,0,0,15,74,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,34,94,0,0,0,54,0,38,0,0,0,0,28,0,53,38,0,0,0,0,42,0,0,0,0,15,0,0,0,29,0,0,41,0,0,0
0,0,52,0,0,0,40,49,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,67,36,0,0,0,95,0,0,0,30,0,0,0,61,0,50,0,0,21,97,0,68,61,27,0,94,0,0,47,0,0,0,0,0,0,0,0,0,100,53,0,0,0,0,0
0,0,0,0,0,22,37,0,0,55,0,0,0,70,0,29,35,0,0,0,0,0,0,67,42,0,0,44,0,71,43,0,0,0,0,0,0,86,0,0,100,55,0,0,0,69,78,0,0,0,0,0,0,0,0,0,100,55,32,0,0,0,65,43,0,0,0,64,0
0,0,0,0,0,54,47,0,0,92,0,100,0,0,0,0,96,0,0,56,0,0,0,0,42,0,0,0,55,0,96,0,0,0,54,0,0,0,0,0,0,76,0,96,0,0,0,0,0,0,100,0,0,0,0,0,72,0,0,0,0,0,0,0,0,100,0,22,84
46,0,66,0,0,0,21,0,0,0,0,0,0,0,0,32,0,75,0,36,36,0,43,81,0,27,0,25,0,33,0,84,0,0,100,0,0,0,0,0,82,0,33,0,0,74,0,26,36,0,0,0,44,0,0,0,0,0,21,0,100,0,0,0,0,0,0,0,56
0,89,0,0,0,20,37,0,0,79,0,0,0,98,0,17,0,0,0,40,0,0,0,0,0,0,0,0,0,30,0,0,0,23,43,0,0,74,0,0,0,91,0,45,0,0,0,0,86,0,0,0,100,0,0,33,0,25,19,0,0,0,0,0,0,0,0,0,43
0,0,0,0,0,0,0,33,0,35,0,0,0,0,0,41,0,0,69,0,0,0,0,0,46,0,0,34,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,38,0,43,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,100,0,0,0,0
0,0,0,65,81,29,27,0,0,0,0,59,0,0,30,27,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,29,0,0,0,0,0,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,77
0,0,0,0,0,38,16,0,0,0,0,0,33,0,0,28,0,0,0,0,0,0,0,27,0,0,32,33,0,46,0,0,0,0,0,100,0,0,0,0,36,0,0,0,0,23,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
0,86,0,0,0,0,0,57,78,0,0,0,58,0,0,0,0,0,0,0,0,78,0,100,0,0,0,0,0,0,93,0,0,0,0,30,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,34,41,35,0,0,0,0,28,37
0,88,0,0,0,0,59,0,0,50,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,56,0,0,57,0,0,0,0,0,0,56,0,86,71,0,0,0,0,100,0,0,38,0,0,0,0,0,0,43,32,0,0,0,0,0,0,0,0,0,0,0,27,25
0,0,0,0,0,34,25,0,0,38,0,0,0,0,0,0,0,0,49,31,41,0,26,0,0,0,0,0,0,69,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,47,58,27,0,0,39,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,35,0,0,52,35,0,0,0,72,0,0,48,0,22,84,0,0,0,0,0,29,0,0,0,0,0,0,57,68,88,0,0,89,0,48,0,0,0,56,0,0,0,0,0,55,0,0,0,0,0,0,0,0,39,0,0,14,0,0,0,66,0,0,0,0,0,62
0,0,100,100,18,0,18,0,0,0,0,0,0,0,26,38,0,0,85,0,0,0,0,0,0,0,0,0,0,58,0,0,0,68,42,0,45,75,0,40,49,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,35,51,0,0,0,0,35
0,0,0,0,0,0,20,0,0,0,40,0,42,0,0,69,0,0,0,56,0,0,0,0,0,0,0,35,0,71,0,77,0,0,37,0,0,0,0,0,0,0,100,32,0,35,0,0,0,0,46,0,32,57,100,0,0,100,0,0,0,0,0,0,0,0,0,61,0
25,0,0,0,29,22,29,0,86,43,25,92,0,56,0,49,0,0,0,0,78,69,0,0,63,0,0,0,0,0,0,0,85,0,29,0,0,44,0,0,0,0,0,0,0,46,28,31,100,57,0,33,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,85
0,0,0,0,24,28,40,0,0,0,35,0,98,0,100,100,67,100,0,0,0,0,0,0,0,0,0,0,0,94,42,0,0,0,82,0,54,0,0,0,34,0,25,31,72,26,0,0,0,0,0,0,0,0,0,0,0,42,0,42,0,0,0,0,21,0,96,26,53
43,100,0,0,27,82,57,0,67,0,29,0,43,0,0,16,0,0,0,31,75,0,0,0,0,0,0,34,45,64,0,0,0,0,0,88,0,0,0,0,0,43,0,0,0,23,0,59,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0
38,0,0,0,0,44,100,0,0,75,0,0,30,53,0,32,0,0,0,32,0,0,68,0,41,32,0,66,72,33,0,0,52,0,0,0,0,0,0,0,51,0,0,0,0,27,0,26,40,0,0,0,67,0,0,0,0,0,18,0,0,0,0,42,0,0,0,26,53
0,75,0,0,0,42,33,0,35,84,0,0,0,0,29,35,0,0,0,31,0,0,0,36,49,20,0,0,0,62,90,75,73,0,40,0,0,0,0,0,0,0,0,31,57,100,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,76
0,0,47,0,0,64,48,0,0,0,0,0,76,0,41,0,0,0,0,0,96,75,26,26,0,0,0,0,0,100,0,0,66,0,97,34,45,0,0,0,64,0,0,45,0,35,0,27,0,46,23,0,0,55,0,0,0,0,0,0,99,0,0,0,0,0,79,35,100
0,68,0,26,0,23,45,47,0,0,85,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,42,51,0,0,0,0,49,64,0,0,0,0,0,0,71,0,22,0,0,20,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,62,0,0,0,0,0,40,35
0,48,0,48,0,33,15,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,34,0,0,100,98,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,23,26,25,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,30,0
27,44,0,0,0,49,39,0,0,59,31,0,100,0,0,44,0,0,53,25,0,40,0,0,100,0,0,27,0,0,89,38,0,54,0,0,0,0,0,0,0,0,0,0,33,28,53,67,52,0,53,0,0,0,0,0,0,0,0,65,32,0,0,0,0,74,0,56,95
0,0,0,0,0,0,54,0,46,0,31,0,0,34,0,50,0,91,0,100,37,0,0,0,36,31,0,0,0,42,0,0,43,0,49,0,0,0,0,0,50,40,0,0,0,0,25,0,39,65,25,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
100,0,33,0,0,100,13,0,0,0,86,0,39,0,0,0,0,0,0,0,36,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,47,0,0,0,0,26,43,0,0,0,20,100,0,0,100,60,0,0,0,0,0,0,0,0,0,0,100,0,60
0,0,0,0,22,52,59,0,100,83,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,37,0,0,0,28,0,0,0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,61,0,0
0,45,0,0,0,27,76,0,0,0,0,28,70,77,0,54,0,0,0,0,0,0,35,0,37,18,0,30,0,31,0,0,43,0,0,0,0,0,0,0,0,0,18,0,0,35,0,0,0,0,23,0,0,0,0,0,31,0,0,28,0,0,39,31,0,45,0,0,0
0,0,0,0,18,0,16,0,0,0,0,0,0,0,0,0,100,0,0,33,0,0,0,0,0,0,0,0,0,39,0,0,0,0,56,0,29,0,55,82,41,0,73,0,65,37,0,45,0,0,26,67,53,0,0,0,0,26,26,100,31,0,0,0,0,0,45,0,93
25,70,0,0,0,0,0,0,0,81,0,0,0,0,0,78,93,0,0,0,0,0,80,0,0,0,0,66,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,40,38,30,0,0,0,31
0,0,0,0,0,23,16,0,0,0,0,0,39,0,0,0,44,0,37,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,28,0,100,0,0,41,0,0,0,85,0,23,0,0,0,0,0,36,0,70,0,0,0,0,0,30,0,49,0,0,66,0,0,22,0
38,50,0,32,0,20,0,0,63,0,34,0,0,0,0,24,0,0,70,0,74,40,0,47,60,25,48,0,0,43,0,90,0,0,36,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,43,0,0,25,0,0,0,0,0,0,0,50,0
