sé são paulo,bom retiro são paulo,consolação são paulo,aclimação são paulo,cambuci são paulo,lapa são paulo,brás são paulo,carandiru são paulo,penha de frança são paulo,santo amaro são paulo,pari são paulo,casa verde são paulo,pinheiros são paulo,itaim bibi são paulo,vila clementino são paulo,ipiranga são paulo,vila maria são paulo,água fria são paulo,vila matilde são paulo,são miguel paulista são paulo,perdizes são paulo,ponte rasa são paulo,parelheiros são paulo,sacomã são paulo,campo belo são paulo,freguesia do ó são paulo,vila diva são paulo,tatuapé são paulo,vila carrão são paulo,itaquera são paulo,pirituba são paulo,vila sonia são paulo,jabaquara são paulo,vila mariana são paulo,campo limpo são paulo,vila gustavo são paulo,vila santa maria são paulo,vila rica são paulo,parque são lucas são paulo,cidade ademar são paulo,guaianazes são paulo,vila brasilândia são paulo,perus são paulo,capão redondo são paulo,cidade dutra são paulo,são mateus são paulo,itaim paulista são paulo,butantã são paulo,parque são jorge são paulo,parque do carmo são paulo,vila alpina são paulo,vila formosa são paulo,ermelino matarazzo são paulo,vila jacuí são paulo,artur alvim são paulo,teotônio vilela são paulo,vila ema são paulo,jaçanã são paulo,santa cecília são paulo,jardins são paulo,belém são paulo,portal do morumbi são paulo,parque novo mundo são paulo,ceagesp são paulo,parque santo antônio são paulo,monções são paulo,americanópolis são paulo,campo grande são paulo,socorro são paulo
0,0,0,0,18,42,52,0,0,18,0,0,52,16,0,45,57,0,0,0,40,0,0,0,45,0,0,42,0,0,11,0,26,40,50,0,0,33,0,0,0,0,0,0,0,0,39,32,0,0,0,60,0,0,50,0,0,0,0,11,0,74,41,0,0,46,0,0,0
0,0,0,0,0,83,24,36,25,0,51,22,73,0,0,0,0,0,0,55,25,0,0,0,30,0,0,100,0,67,49,0,40,31,50,0,24,0,0,0,58,28,0,0,0,0,0,59,0,0,0,0,0,55,31,0,0,0,0,22,46,0,0,0,0,39,0,45,0
63,0,0,16,0,0,0,0,0,8,0,38,37,0,0,65,61,22,0,0,0,0,0,0,57,52,0,0,0,36,0,0,43,69,20,0,0,0,21,0,0,17,0,0,0,66,0,27,0,0,0,0,17,0,0,0,0,0,100,22,0,0,0,0,0,0,0,0,0
34,0,0,0,0,34,35,0,0,37,0,0,39,0,0,31,0,0,0,0,0,0,28,57,26,27,0,77,0,12,11,0,28,48,14,0,0,26,0,0,0,0,0,0,0,0,0,38,0,53,40,24,0,32,0,0,0,0,0,18,0,49,36,0,0,0,0,28,44
0,29,0,38,0,0,0,0,24,24,0,0,0,23,0,0,54,0,65,33,0,42,0,0,20,0,0,0,0,0,17,57,20,14,0,38,0,0,23,0,0,0,100,0,26,0,0,0,0,0,37,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,38,0,0,10,0,33,38,0,30,38,0,0,22,0,19,0,0,0,39,33,0,48,0,0,0,0,25,35,23,0,0,0,0,0,24,0,48,19,0,0,0,28,0,0,0,0,0,0,30,0,0,0,0,15,0,0,0,33,0,0,0,44,0
0,0,0,100,0,42,0,0,0,13,69,27,24,39,17,65,0,0,0,0,24,0,0,48,0,0,0,34,0,13,13,0,0,50,0,0,18,0,0,0,0,0,0,0,0,0,0,25,0,0,22,0,0,0,71,0,0,0,0,0,33,0,0,0,0,0,0,24,0
0,0,33,20,20,90,23,0,0,13,0,0,29,17,0,0,0,58,46,0,0,0,0,100,44,35,0,87,0,0,18,0,39,26,14,29,21,0,39,0,0,0,0,47,0,0,0,41,0,0,0,34,0,0,0,0,100,0,68,14,90,0,0,0,59,0,0,0,0
0,0,0,25,41,0,15,0,0,11,0,0,32,16,0,40,0,0,17,42,35,0,0,26,73,22,0,0,0,16,0,0,0,87,43,0,42,58,38,14,0,34,0,0,0,0,0,39,41,0,0,0,0,40,32,0,0,0,44,0,0,0,0,0,0,42,0,0,0
36,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,17,0,26,0,0,24,0,30,21,0,19,100,19,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,62,0,0,0,35,0,0,0,0,0,41,75,100,0,0,0,65,0
42,23,0,0,0,39,76,0,0,11,0,16,0,15,20,73,0,0,0,38,0,100,26,0,26,0,0,62,0,17,20,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,36,92,0,71,0,0,32,49,0,0,0,65,0,83,0,56,0,0,54,33,0,51
0,100,25,33,0,34,64,0,0,11,0,55,0,0,0,0,39,0,0,73,30,43,0,0,0,0,28,44,100,0,17,31,0,71,18,0,0,0,60,25,0,0,0,25,0,0,0,0,0,34,24,25,11,45,0,0,31,0,0,13,100,0,69,0,0,0,0,0,0
0,0,53,28,0,24,0,0,0,18,0,22,76,28,0,68,0,0,19,0,49,0,0,0,0,0,0,34,0,0,0,0,52,47,22,0,0,0,0,0,25,0,0,0,0,34,0,0,62,59,0,0,0,0,67,0,0,0,60,19,0,0,0,0,0,0,0,0,22
0,0,0,43,48,25,55,0,0,12,0,0,61,0,0,40,0,0,0,0,94,0,0,0,0,0,31,60,0,24,25,0,20,39,0,0,0,0,0,0,56,0,0,0,36,45,0,26,0,0,0,57,13,0,41,0,30,0,0,23,0,0,0,0,49,0,24,100,0
0,0,45,39,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,31,0,0,0,0,34,0,0,0,23,0,0,46,40,0,0,0,0,0,0,51,0,0,0,0,38,0,27,0,0,0,57,0,0,0,0,58,0,0,16,0,0,0,0,0,0,0,57,0
0,0,0,0,0,52,71,0,0,0,0,29,0,26,100,0,0,0,0,0,0,0,0,28,36,0,0,0,0,33,29,0,46,33,0,71,0,0,0,0,0,0,57,50,46,0,55,28,0,0,0,85,0,0,0,0,28,0,0,40,0,0,0,27,36,0,0,0,0
45,82,0,0,0,0,0,0,25,38,0,0,77,67,30,67,50,0,0,0,0,0,0,39,62,0,0,82,0,31,0,100,42,52,53,0,0,0,24,0,0,0,0,0,72,0,0,38,0,0,0,40,0,0,93,33,0,0,0,100,0,60,45,0,0,0,0,40,0
0,0,59,39,43,0,47,0,0,11,0,19,58,0,24,43,0,0,49,0,24,0,0,0,39,0,0,59,0,17,26,0,100,69,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
45,0,0,30,0,53,0,0,0,27,0,24,40,29,0,53,0,0,0,36,0,0,0,0,22,0,0,59,86,25,0,0,48,42,45,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,81,0,0,0,0,100,0,0,0
0,34,0,33,52,35,65,39,0,25,0,43,70,0,0,25,0,0,0,0,30,50,0,39,0,0,0,97,0,18,17,0,21,44,0,0,0,0,0,23,0,21,53,0,0,68,0,79,0,38,34,0,0,0,0,0,0,0,0,0,0,32,0,72,0,0,0,28,0
0,0,47,0,0,32,0,0,0,0,0,64,0,0,0,47,0,0,20,0,25,0,49,34,23,0,0,70,0,0,0,33,21,76,20,0,19,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,55,0,0,0,32,64,0,0,0,0,0,0,0,0
0,32,48,0,0,47,0,0,23,0,0,34,47,39,0,0,50,30,0,0,29,32,0,0,0,0,0,36,0,100,23,0,0,0,0,81,0,0,0,16,0,0,0,0,0,0,59,0,0,48,0,100,15,0,0,0,92,0,0,22,0,0,0,0,0,0,0,47,0
0,0,0,29,0,0,20,0,0,10,0,0,70,0,0,35,0,0,0,0,23,0,0,0,0,0,0,81,0,0,26,0,0,36,30,0,0,0,0,0,0,26,45,38,0,0,49,100,0,0,0,0,0,0,35,0,62,0,0,23,0,0,0,0,0,0,0,43,24
0,0,0,0,34,36,17,0,0,0,100,29,22,0,0,50,0,63,27,0,0,0,0,0,46,26,0,58,0,0,23,0,0,31,30,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,72,0,28,37,0,0,0,60,83,0,0,0,0,0,0,0
0,0,0,21,0,30,0,0,0,12,0,0,37,0,0,100,0,0,17,0,0,0,0,0,26,0,0,25,0,0,0,0,22,31,0,0,21,0,24,15,0,0,0,0,25,79,0,0,0,0,0,0,0,0,0,0,26,38,0,33,0,0,0,0,0,52,0,0,0
28,0,0,33,0,0,17,0,70,11,0,0,66,55,30,0,43,0,60,0,26,0,0,0,19,0,0,28,0,0,0,30,0,49,0,0,0,0,0,0,0,0,42,0,0,83,0,33,0,0,0,0,0,0,0,31,0,0,0,53,0,0,58,0,100,0,0,0,0
0,0,0,0,0,57,18,32,0,0,83,0,52,0,0,0,0,0,0,0,21,0,0,0,100,32,0,44,41,0,0,0,46,38,0,0,36,0,0,0,0,0,56,0,61,45,66,36,51,0,0,0,30,0,0,0,47,0,0,13,57,0,0,0,0,82,38,36,0
0,0,100,0,56,30,20,92,0,100,0,0,0,32,20,71,58,0,0,0,0,37,18,0,34,62,0,73,62,30,100,0,0,52,19,0,100,42,28,0,52,0,0,0,0,0,0,48,0,0,0,0,13,42,0,0,0,0,0,12,55,33,0,0,0,0,0,0,100
0,0,0,0,0,0,24,0,0,19,0,14,0,0,0,54,0,0,28,0,68,0,0,0,0,0,39,24,0,31,0,0,22,31,0,0,0,0,25,0,0,0,71,0,49,48,0,57,0,0,0,0,0,0,0,0,0,0,97,26,0,85,0,0,55,0,0,0,19
100,35,60,35,0,44,0,37,68,0,0,0,43,0,0,38,0,39,45,0,41,0,43,0,0,0,0,0,0,0,40,0,33,18,18,75,0,0,0,0,41,100,0,0,0,0,0,0,0,84,0,0,0,78,0,36,0,0,0,15,0,0,0,31,0,0,0,0,0
51,46,52,0,0,27,0,0,0,0,0,0,69,0,31,50,0,0,25,43,43,0,0,0,26,0,0,0,32,0,0,0,28,24,19,0,34,0,0,0,31,0,81,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
0,22,0,23,0,47,0,0,0,0,0,0,84,0,0,33,82,0,0,0,38,0,0,0,22,0,0,63,0,0,11,27,53,27,30,0,0,0,0,12,45,0,0,28,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,21,42,0,0,0,0,0,0,0,70
0,21,51,0,0,0,23,0,0,19,0,0,100,0,0,36,0,45,0,0,0,0,100,0,24,0,0,68,52,0,40,0,23,18,14,0,0,0,74,24,0,34,0,0,0,0,0,27,0,0,69,0,0,0,0,0,0,0,0,0,71,0,0,0,0,51,0,57,23
0,0,0,57,0,0,0,0,0,14,0,27,31,0,47,65,0,36,0,34,0,0,0,0,0,0,40,32,0,0,45,0,0,19,0,0,22,0,0,0,0,0,44,28,0,46,24,26,0,100,0,27,0,90,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
26,0,27,0,20,38,0,37,0,26,36,0,0,33,0,0,0,85,22,0,53,33,23,0,0,0,0,39,0,0,0,0,0,17,26,0,20,0,0,0,0,18,0,0,39,44,0,24,0,0,0,0,0,0,57,32,0,30,46,0,0,0,0,26,0,0,20,0,0
24,0,52,0,50,56,0,0,0,0,0,0,53,100,0,0,0,0,21,100,0,0,21,0,0,0,0,0,27,0,0,30,0,0,26,0,0,0,0,15,0,0,0,0,0,0,27,46,0,0,59,0,11,0,0,0,0,0,66,0,0,41,0,0,0,0,0,0,0
0,0,0,60,0,0,33,100,23,0,0,14,60,43,0,85,0,0,0,30,47,0,0,95,0,0,0,45,0,0,15,0,0,61,0,0,0,0,100,0,52,0,0,0,0,0,0,0,41,0,0,28,15,54,0,0,59,0,0,0,0,0,0,0,0,0,0,32,0
0,0,55,0,17,53,20,0,0,22,47,19,0,15,0,54,30,0,67,0,0,0,0,26,21,0,86,44,89,0,18,0,63,0,0,0,60,34,0,0,27,0,0,0,0,0,0,0,0,0,28,33,0,63,0,0,0,0,0,0,47,100,38,29,0,0,0,38,0
0,0,42,0,0,28,0,0,0,0,0,18,67,0,37,0,0,29,18,0,0,0,18,31,51,42,34,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,35,0,0,100,0,0,0,68,0,0,33,58,0,100,0,0,0,0,0,0
0,31,0,0,0,0,0,0,29,0,0,0,63,0,0,35,0,0,0,0,0,0,0,0,0,0,0,48,31,18,23,0,0,20,20,100,20,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,39,82,0,0,41,62,35,0,43,0,0,0,0,0,0,0
0,0,38,0,0,0,34,0,0,9,0,0,48,44,0,25,0,0,0,0,41,78,22,0,32,100,0,0,0,0,52,0,35,0,0,52,0,0,0,26,0,51,0,0,0,0,0,0,0,0,0,0,0,67,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,47,48,0,0,28,0,25,0,0,0,72,0,0,50,0,0,79,0,0,0,0,0,0,29,0,31,0,0,0,0,26,17,0,0,0,27,0,0,100,20,0,0,74,0,0,0,0,0,0,34,0,0,0,32,0,55,0,37,0,0,77,0,0,0,100,0,30
