,author_id,tweet_id,created_at,text
0,2237610920,1526491983480381442,2022-05-17,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/q7xa7pWQor"
1,1419870426390536192,1526487429565140993,2022-05-17,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/aqFnUjuFEi"
2,148573210,1526456947746164736,2022-05-17,"HOME OFFICE
..
LIMPE OS PÉS ANTES DE ENTRAR..
Ou não...

#numajunior.desenho 
#numajunior
#graffitinumajunior
#oficinaescolanumajunior 
#nuimages em Bixiga, Bela Vista https://t.co/nLx4UW7bt9"
3,148573210,1526449124769415168,2022-05-17,"ENEM
..
Dica do EMINEM
para o ENEM
..

#enem
#vestibular
#faculdade
#universidade
#cursinho
#oficinaescolanumajunior 
#numajunior
#ensinosuperior
#ensinomedio
#ensinofundamental
..
.. em Bixiga, Bela Vista https://t.co/UPDetmUyVR"
4,148573210,1526439587475820545,2022-05-17,"*HERE*
..
LOGOTIPO
RASCUNHO
CRIAÇÃO em Bixiga, Bela Vista https://t.co/oCqrKqoCEW"
5,60097814,1526413409188708353,2022-05-17,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/QJjgzn39ZI"
6,1514266592686886919,1526412346977136640,2022-05-17,Próxima quinta! #rogerbonsaver #deniszoqbe #astronomia #casp #atp #astronomiaparatodos https://t.co/Fy1pzVnPD3
7,1185223084623708162,1526393568411238402,2022-05-17,"Acabou de publicar um vídeo em São Paulo, Brazil https://t.co/bMVTmyjNEV"
8,64090963,1526378290109366272,2022-05-17,Colecionando momentos ✨❤️ em Terraço Itália https://t.co/vcuqgz8PAx
9,1069224860528840704,1526365074016722944,2022-05-17,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/whPpPDF3fn"
10,27008217,1526360701123665920,2022-05-17,"I'm at Drogaria São Paulo in São Paulo, SP https://t.co/gM0cWdWyoj https://t.co/C5FyzZivZK"
11,1185223084623708162,1526352899994923009,2022-05-17,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/aYbE6JyBfm"
12,1185223084623708162,1526351410425909248,2022-05-16,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/0BhRDtzREL"
13,1185223084623708162,1526351052878102529,2022-05-16,"Acabou de publicar um vídeo em São Paulo, Brazil https://t.co/nhdqlYFNmf"
14,71336251,1526350416308367361,2022-05-16,"Sobre o fds ! Quem diria que a dança ia juntar os melhores desse jeito? 

#amizade #dança #fitdance #balada #amigos #boanoite #buenasnoches #goodnight #buonanotte em Blitz Haus https://t.co/1b7TAkv6Si"
15,23961187,1526345188813295622,2022-05-16,Just posted a photo @ Blue Note SP https://t.co/TfbFPntCwn
16,1135954054675410945,1526341875711586305,2022-05-16,"Depois da montanha de afeto que recebi ontem com direito a reencontro com amigos e até bolo surpresa… Hoje ainda teve Bolo Bentô pra comemorar meu aniversário. 

E se é amor do tamanho da minha coragem, é MUITO amor 🧡 ✊🏾 Obrigada a todas, todos e todes! #SPQuerCoragem https://t.co/s9u1hcl2in"
17,73681164,1526341453458419713,2022-05-16,Uma segunda diferente !!! https://t.co/pNoyM8SRjP
18,56699915,1526337226690510851,2022-05-16,Acabou de publicar uma foto em NDH Waleska Farias https://t.co/z525LI7iQR
19,1441202399566172175,1526330388163055616,2022-05-16,"Gente, não tenho mais paciência, capacidade hermenêutica de estudar esses livros.
Vontade de fazer um grande fogueira e queimar livros igual aos cristãos na santa inquisição  ou Augusto em Roma no sec XII ac https://t.co/8ZgHrsjsxQ"
20,148573210,1526330337852239872,2022-05-16,"ARTI5TA
de QUINTA
19/05/2022PARTY em Bixiga, Bela Vista https://t.co/DJzrxAO7QT"
21,148573210,1526330312485134336,2022-05-16,"ARTI5TA
de QUINTA
12/05/2022 em Bixiga, Bela Vista https://t.co/K31bsQNIwt"
22,302971809,1526328705718571009,2022-05-16,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/R6zwxxnCLU"
23,148573210,1526327469384531971,2022-05-16,"ARTI5TA
de
QUINTA
12/05/2022 em Bixiga, Bela Vista https://t.co/4AJZVdODfP"
