,author_id,tweet_id,created_at,text
0,42766108,1666282854458830849,2023-06-07,"Esse lugar me salvando desde sei lá quanto tempo eu venho parar aqui de madrugada (@ Estadão Bar &amp; Lanches in São Paulo, SP) https://t.co/fFuAUSXR1e"
